,vin,datetime,veh_speed,veh_km,longitude,latitude
0,wqmbpgahavumbbcba,2022-09-22 10:15:16,1.57,43474.5,123.43972159572542,41.693605253164
1,wqmbpgahavumbbcba,2022-09-22 10:15:26,0.0,43474.5,123.43972159572542,41.693605253164
2,wqmbpgahavumbbcba,2022-09-22 10:15:36,0.84,43474.5,123.43972159572542,41.693605253164
3,wqmbpgahavumbbcba,2022-09-22 10:15:46,0.28,43474.5,123.43972159572542,41.693605253164
4,wqmbpgahavumbbcba,2022-09-22 10:15:56,0.0,43474.5,123.43972159572542,41.693605253164
5,wqmbpgahavumbbcba,2022-09-22 10:16:06,0.0,43474.5,123.43972159572542,41.693605253164
6,wqmbpgahavumbbcba,2022-09-27 11:22:12,0.0,43474.5,123.43972159572542,41.693605253164
7,wqmbpgahavumbbcba,2022-09-27 11:22:22,0.0,43474.5,123.43972159572542,41.693605253164
8,wqmbpgahavumbbcba,2022-09-27 11:22:32,0.0,43474.5,123.43972159572542,41.693605253164
9,wqmbpgahavumbbcba,2022-09-27 11:22:42,0.0,43474.5,123.43972159572542,41.693605253164
10,wqmbpgahavumbbcba,2022-09-27 11:22:52,0.0,43474.5,123.43972159572542,41.693605253164
11,wqmbpgahavumbbcba,2022-09-27 11:23:02,1.63,43474.5,123.43972159572542,41.693605253164
12,wqmbpgahavumbbcba,2022-09-27 11:23:12,0.0,43474.5,123.43972159572542,41.693605253164
13,wqmbpgahavumbbcba,2022-09-27 11:23:22,0.0,43474.5,123.43972159572542,41.693605253164
14,wqmbpgahavumbbcba,2022-09-27 11:23:32,0.0,43474.5,123.43972159572542,41.693605253164
15,wqmbpgahavumbbcba,2022-09-27 11:23:42,8.38,43474.5,123.43972159572542,41.693605253164
16,wqmbpgahavumbbcba,2022-09-27 11:23:52,5.96,43474.5,123.43972159572542,41.693605253164
17,wqmbpgahavumbbcba,2022-09-27 11:24:02,8.94,43474.6,123.43972159572542,41.693605253164
18,wqmbpgahavumbbcba,2022-09-27 11:24:12,5.85,43474.6,123.43972159572542,41.693605253164
19,wqmbpgahavumbbcba,2022-09-27 11:24:29,7.93,43474.6,123.43972159572542,41.693605253164
20,wqmbpgahavumbbcba,2022-09-27 11:24:39,4.16,43474.6,123.43972159572542,41.693605253164
21,wqmbpgahavumbbcba,2022-09-27 11:24:49,14.28,43474.7,123.44072714208856,41.693861633400374
22,wqmbpgahavumbbcba,2022-09-27 11:24:59,19.74,43474.7,123.44034975125685,41.69416730659819
23,wqmbpgahavumbbcba,2022-09-27 11:25:09,8.1,43474.7,123.4399183938317,41.694208022587404
24,wqmbpgahavumbbcba,2022-09-27 11:25:19,16.14,43474.8,123.43977656630756,41.69396321752805
25,wqmbpgahavumbbcba,2022-09-27 11:25:29,18.73,43474.8,123.4397405525186,41.69349420550018
26,wqmbpgahavumbbcba,2022-09-27 11:25:39,18.84,43474.9,123.439561752927,41.6930794334672
27,wqmbpgahavumbbcba,2022-09-27 11:25:49,20.92,43474.9,123.43949278036311,41.692569467790115
28,wqmbpgahavumbbcba,2022-09-27 11:25:59,10.35,43475.0,123.43947974183679,41.69216342697721
29,wqmbpgahavumbbcba,2022-09-27 11:26:09,4.27,43475.0,123.43940183029758,41.69199752764991
30,wqmbpgahavumbbcba,2022-09-27 11:26:19,6.86,43475.0,123.43921010199122,41.69198283450315
31,wqmbpgahavumbbcba,2022-09-27 11:26:29,6.63,43475.0,123.43913719482184,41.691906940036446
32,wqmbpgahavumbbcba,2022-09-27 11:26:39,8.71,43475.0,123.43932392530675,41.691880635537295
33,wqmbpgahavumbbcba,2022-09-27 11:26:49,27.56,43475.1,123.43987312945413,41.69186474117588
