,vin,datetime,veh_speed,veh_km,longitude,latitude
0,wqmbpgahavumbedfb,2022-09-22 16:46:02,0.0,42222.0,125.32256172321789,43.817042935140606
1,wqmbpgahavumbedfb,2022-09-22 16:46:12,0.0,42222.0,125.32256272606067,43.81704393652329
2,wqmbpgahavumbedfb,2022-09-22 16:46:22,0.0,42222.0,125.32256372953678,43.817048935777535
3,wqmbpgahavumbedfb,2022-09-22 16:46:32,0.0,42222.0,125.32255771422203,43.81705392162831
4,wqmbpgahavumbedfb,2022-09-22 16:46:42,0.0,42222.0,125.32254066890599,43.81705588801372
5,wqmbpgahavumbedfb,2022-09-22 16:46:52,0.0,42222.0,125.32250056233943,43.81706080876907
6,wqmbpgahavumbedfb,2022-09-22 16:47:02,0.0,42222.0,125.32248552350977,43.81706977526277
7,wqmbpgahavumbedfb,2022-09-22 16:47:12,0.0,42222.0,125.32249956345572,43.81708479408347
8,wqmbpgahavumbedfb,2022-09-22 16:47:22,0.0,42222.0,125.32249555335429,43.81708878429692
9,wqmbpgahavumbedfb,2022-09-22 16:47:32,0.0,42222.0,125.3224825186258,43.81708975887677
10,wqmbpgahavumbedfb,2022-09-22 16:47:42,0.0,42222.0,125.32247249194945,43.817090739200516
11,wqmbpgahavumbedfb,2022-09-22 16:47:52,0.0,42222.0,125.32246146211594,43.81708871920681
12,wqmbpgahavumbedfb,2022-09-22 16:48:02,0.0,42222.0,125.32244241066053,43.81708568443158
13,wqmbpgahavumbedfb,2022-09-22 16:48:12,0.0,42222.0,125.32242035068573,43.81707964551189
14,wqmbpgahavumbedfb,2022-09-22 16:48:22,1.18,42222.0,125.32238525346914,43.81705858969386
15,wqmbpgahavumbedfb,2022-09-22 16:48:32,6.24,42222.0,125.32241934341134,43.817050659029306
16,wqmbpgahavumbedfb,2022-09-22 16:48:42,5.34,42222.0,125.3223631984169,43.81708353428382
17,wqmbpgahavumbedfb,2022-09-22 16:48:52,2.75,42222.0,125.32226193137645,43.81710732823193
18,wqmbpgahavumbedfb,2022-09-22 16:49:02,7.53,42222.0,125.32213459145761,43.81711008366677
19,wqmbpgahavumbedfb,2022-09-22 16:49:12,12.31,42222.0,125.32206035695111,43.81688106397368
20,wqmbpgahavumbedfb,2022-09-22 16:49:22,19.96,42222.0,125.32206029885087,43.81651425916003
21,wqmbpgahavumbedfb,2022-09-22 16:49:32,15.8,42222.0,125.3220542066332,43.81603350334542
22,wqmbpgahavumbedfb,2022-09-22 16:49:42,26.43,42222.0,125.32259563462694,43.815907604223895
23,wqmbpgahavumbedfb,2022-09-22 16:49:52,21.26,42222.0,125.32340280066651,43.81591714283757
24,wqmbpgahavumbedfb,2022-09-22 16:50:02,26.43,42222.0,125.32425108548148,43.815934758380486
25,wqmbpgahavumbedfb,2022-09-22 16:50:12,4.05,42222.0,125.32469127298462,43.81593860041811
26,wqmbpgahavumbedfb,2022-09-22 16:50:22,2.92,42222.0,125.3248677492139,43.81593793932163
27,wqmbpgahavumbedfb,2022-09-22 16:50:32,0.0,42222.0,125.32488379269401,43.81593896955552
28,wqmbpgahavumbedfb,2022-09-22 16:50:42,0.0,42222.0,125.32487978202181,43.81593996133292
29,wqmbpgahavumbedfb,2022-09-22 16:50:52,14.0,42223.0,125.32506227575024,43.81594530867388
30,wqmbpgahavumbedfb,2022-09-22 16:51:02,13.78,42223.0,125.32534509397105,43.81628567046261
31,wqmbpgahavumbedfb,2022-09-22 16:51:12,4.55,42223.0,125.32535514992786,43.81646759295309
32,wqmbpgahavumbedfb,2022-09-22 16:51:22,0.0,42223.0,125.3253541538715,43.81650956869882
33,wqmbpgahavumbedfb,2022-09-22 16:51:32,0.0,42223.0,125.32535615897807,43.816507573610124
34,wqmbpgahavumbedfb,2022-09-22 16:51:42,0.0,42223.0,125.32535615866115,43.81650557467349
