,vin,datetime,latitude,longitude,stay_duration
1,wqmbpgahavumbageb,2022-09-22 18:40:16,43.80115460020478,125.36169792479122,33.06666666666667
2,wqmbpgahavumbageb,2022-09-22 19:23:00,43.78002809256284,125.36082553465684,108.68333333333334
3,wqmbpgahavumbageb,2022-09-22 21:25:31,43.8016739372924,125.36278950140674,629.1333333333333
4,wqmbpgahavumbageb,2022-09-23 09:06:36,43.86043517021022,125.38841227203132,43.4
5,wqmbpgahavumbageb,2022-09-23 10:17:50,43.87145953848069,125.3707406562323,50.233333333333334
6,wqmbpgahavumbageb,2022-09-23 11:24:44,43.78008457239026,125.35984424727438,43.6
7,wqmbpgahavumbageb,2022-09-23 12:43:30,43.86120990622018,125.3870877887184,58.53333333333333
8,wqmbpgahavumbageb,2022-09-23 14:18:13,43.78008188246841,125.36070426093852,27.483333333333334
9,wqmbpgahavumbageb,2022-09-23 14:46:02,43.78000629227394,125.36095082236945,173.78333333333333
10,wqmbpgahavumbageb,2022-09-23 18:09:33,43.801369965157214,125.36201969804716,775.55
11,wqmbpgahavumbageb,2022-09-24 08:20:06,43.77492495291722,125.42276359028592,39.18333333333333
12,wqmbpgahavumbageb,2022-09-24 09:16:27,43.78003559768885,125.36050077893596,315.2
13,wqmbpgahavumbageb,2022-09-24 14:42:59,43.80152663292747,125.36185033456236,1037.9666666666667
14,wqmbpgahavumbageb,2022-09-25 08:25:07,43.842272005793234,125.25289365718436,269.96666666666664
15,wqmbpgahavumbageb,2022-09-25 13:58:27,43.801513635229504,125.36184732557628,1033.4
16,wqmbpgahavumbageb,2022-09-27 07:19:11,43.78017560499931,125.35989538213512,32.18333333333333
17,wqmbpgahavumbageb,2022-09-27 08:44:55,43.85990151856363,125.3854434555072,57.71666666666667
18,wqmbpgahavumbageb,2022-09-27 10:16:21,43.78036451784009,125.35990042412162,101.93333333333334
19,wqmbpgahavumbageb,2022-09-27 11:59:37,43.78000525356001,125.36026422082324,68.0
20,wqmbpgahavumbageb,2022-09-27 13:08:07,43.78005329885452,125.36097087643364,151.86666666666667
21,wqmbpgahavumbageb,2022-09-27 16:45:16,43.78007490717282,125.36071829251028,91.81666666666666
22,wqmbpgahavumbageb,2022-09-27 18:35:05,43.80157969786266,125.3625920379669,62.53333333333333
23,wqmbpgahavumbageb,2022-09-27 19:56:57,43.77508984556452,125.42489956945988,761.0833333333334
24,wqmbpgahavumbageb,2022-09-28 09:03:22,43.77863965865573,125.359429036997,264.28333333333336
25,wqmbpgahavumbageb,2022-09-28 13:29:09,43.78001219422002,125.36088767660688,193.08333333333334
26,wqmbpgahavumbageb,2022-09-28 17:01:59,43.80153371390163,125.36190746684753,906.3166666666667
27,wqmbpgahavumbageb,2022-09-29 09:26:54,43.90157925846288,125.34185364882435,54.56666666666667
28,wqmbpgahavumbageb,2022-09-29 10:33:18,43.89096337361831,125.34290378552129,40.983333333333334
29,wqmbpgahavumbageb,2022-09-29 11:34:57,43.82033807772018,125.31988411909086,47.916666666666664
30,wqmbpgahavumbageb,2022-09-29 12:46:52,43.7800693835074,125.3617015675756,151.85
31,wqmbpgahavumbageb,2022-09-29 15:20:23,43.78008319935632,125.36091475084731,20.6
32,wqmbpgahavumbageb,2022-09-29 15:54:59,43.77441317769878,125.42279647858808,38.06666666666667
33,wqmbpgahavumbageb,2022-09-29 17:08:17,43.801465571018895,125.36178717971586,51.78333333333333
34,wqmbpgahavumbageb,2022-09-29 18:13:44,43.78241346646335,125.3706952940852,112.21666666666667
35,wqmbpgahavumbageb,2022-09-29 20:17:37,43.801702847731306,125.36251692366422,604.05
36,wqmbpgahavumbageb,2022-09-30 06:43:47,43.77408283273888,125.34359520857114,146.23333333333332
37,wqmbpgahavumbageb,2022-09-30 09:26:31,43.775163539383776,125.42308833624531,26.833333333333332
38,wqmbpgahavumbageb,2022-09-30 10:12:01,43.801338970901,125.3620126770086,417.56666666666666
39,wqmbpgahavumbageb,2022-09-30 18:03:07,43.80143108140852,125.36211993733842,817.35
40,wqmbpgahavumbageb,2022-10-01 08:18:38,43.77577403958882,125.42330123913472,61.333333333333336
41,wqmbpgahavumbageb,2022-10-01 10:41:57,43.80160786513606,125.36203577287236,324.1
42,wqmbpgahavumbageb,2022-10-01 16:08:54,43.78061733745988,125.34570125070148,40.25
43,wqmbpgahavumbageb,2022-10-01 16:56:00,43.782827656517945,125.37184762841432,115.71666666666667
44,wqmbpgahavumbageb,2022-10-01 19:01:43,43.80125486928807,125.36191443831068,765.3333333333334
45,wqmbpgahavumbageb,2022-10-02 09:38:21,43.80122761289066,125.36173201487746,1355.8833333333334
46,wqmbpgahavumbageb,2022-10-03 08:29:14,43.77576785423064,125.42350404930856,121.08333333333333
47,wqmbpgahavumbageb,2022-10-03 10:56:09,43.801293779268754,125.36186733641424,1258.0
48,wqmbpgahavumbageb,2022-10-04 08:29:39,43.77472408879267,125.42272359350176,45.46666666666667
49,wqmbpgahavumbageb,2022-10-04 09:35:47,43.8015096491899,125.3618553433522,163.31666666666666
50,wqmbpgahavumbageb,2022-10-04 12:52:25,43.77277965257163,125.34305138425144,50.166666666666664
51,wqmbpgahavumbageb,2022-10-04 13:51:05,43.80133203671848,125.36205477233804,1053.5666666666666
52,wqmbpgahavumbageb,2022-10-05 07:44:39,43.7740473477568,125.42280940815472,87.68333333333334
53,wqmbpgahavumbageb,2022-10-05 09:29:20,43.78002316756884,125.36087364574396,76.78333333333333
54,wqmbpgahavumbageb,2022-10-05 10:53:57,43.80157083550368,125.36200269115574,1275.3333333333333
55,wqmbpgahavumbageb,2022-10-06 08:14:17,43.774149990539605,125.3436070904453,35.166666666666664
56,wqmbpgahavumbageb,2022-10-06 09:20:44,43.641456407988144,125.32438999224358,345.65
57,wqmbpgahavumbageb,2022-10-06 16:03:53,43.77476904396751,125.42274857854235,26.566666666666666
58,wqmbpgahavumbageb,2022-10-06 16:47:27,43.80135336368777,125.36205794973256,896.85
59,wqmbpgahavumbageb,2022-10-07 07:50:18,43.77268474556526,125.34307643638633,99.55
60,wqmbpgahavumbageb,2022-10-07 09:38:41,43.77830919123834,125.35966754777682,31.233333333333334
61,wqmbpgahavumbageb,2022-10-07 10:11:25,43.78007015456437,125.36088066956536,70.16666666666667
62,wqmbpgahavumbageb,2022-10-07 11:24:05,43.78636603665068,125.35960668892628,98.16666666666667
63,wqmbpgahavumbageb,2022-10-07 13:11:05,43.78003745297544,125.36106809949436,107.6
64,wqmbpgahavumbageb,2022-10-07 15:28:07,43.77565174346243,125.4236838609968,23.116666666666667
65,wqmbpgahavumbageb,2022-10-07 16:22:03,43.80129315016937,125.36211791067072,391.2
66,wqmbpgahavumbageb,2022-10-07 23:40:05,43.80837725362381,125.21514290611056,61.0
67,wqmbpgahavumbageb,2022-10-08 02:04:05,43.72793033191918,125.50324195648844,49.916666666666664
68,wqmbpgahavumbageb,2022-10-08 03:34:20,43.78430321544578,125.41439731003446,25.333333333333332
69,wqmbpgahavumbageb,2022-10-08 04:09:30,43.77577745376944,125.42392365181598,326.2
70,wqmbpgahavumbageb,2022-10-08 12:57:09,43.80144100670452,125.36207283109684,1285.6666666666667
71,wqmbpgahavumbageb,2022-10-09 10:44:59,43.80149369759352,125.3618824029314,40.21666666666667
72,wqmbpgahavumbageb,2022-10-09 13:01:40,43.80151063678895,125.36184732509632,1041.3333333333333
73,wqmbpgahavumbageb,2022-10-10 06:44:10,43.77427927756608,125.42275948999216,102.71666666666667
74,wqmbpgahavumbageb,2022-10-10 09:09:44,43.80136787730047,125.36195955986138,1357.0833333333333
75,wqmbpgahavumbageb,2022-10-11 08:09:09,43.77491795010107,125.42277058293246,29.25
76,wqmbpgahavumbageb,2022-10-11 09:07:30,43.78025192660671,125.3608637147022,50.6
77,wqmbpgahavumbageb,2022-10-11 10:42:53,43.80136495738925,125.3620126811685,1227.4833333333333
78,wqmbpgahavumbageb,2022-10-12 07:34:12,43.774646102411744,125.4227515561028,48.05
79,wqmbpgahavumbageb,2022-10-13 09:50:28,43.80136191302462,125.36198160946498,1245.6666666666667
80,wqmbpgahavumbageb,2022-10-14 06:52:18,43.77517455948194,125.42306036347604,104.93333333333334
81,wqmbpgahavumbageb,2022-10-14 09:07:56,43.80141106223304,125.36209988825668,152.55
82,wqmbpgahavumbageb,2022-10-14 11:49:49,43.78002118366847,125.36088366872542,300.21666666666664
83,wqmbpgahavumbageb,2022-10-14 17:03:52,43.80135310420543,125.36210789733082,901.05
84,wqmbpgahavumbageb,2022-10-15 08:21:35,43.77448519050903,125.4227425382164,84.23333333333333
85,wqmbpgahavumbageb,2022-10-15 10:15:59,43.80151865787589,125.3618643655076,64.53333333333333
