,vin,datetime,latitude,longitude,stay_duration
1,wqmbpgahavumbfefc,2022-08-06 10:27:48,43.8787198588509,125.2680601810176,371.4166666666667
2,wqmbpgahavumbfefc,2022-08-14 16:54:13,43.87873983068519,125.26803616421576,797.7833333333333
3,wqmbpgahavumbfefc,2022-08-21 06:28:30,43.878770816405904,125.26804117323348,267.45
4,wqmbpgahavumbfefc,2022-08-28 11:20:17,43.87873582045842,125.26801814865094,218.01666666666668
5,wqmbpgahavumbfefc,2022-09-03 15:03:28,43.87868189665022,125.26808319419013,994.65
6,wqmbpgahavumbfefc,2022-09-11 07:51:27,43.87875885393659,125.2680852079412,1412.9333333333334
7,wqmbpgahavumbfefc,2022-09-12 07:31:43,43.87872785775176,125.26806518643124,159.1
8,wqmbpgahavumbfefc,2022-09-18 10:23:29,43.87874283523005,125.26804517216117,1314.1333333333334
9,wqmbpgahavumbfefc,2022-09-29 08:27:07,43.878665893963806,125.2680661775316,1224.0166666666667
10,wqmbpgahavumbfefc,2022-10-01 09:38:56,43.68448621712933,126.41558992645643,25.833333333333332
11,wqmbpgahavumbfefc,2022-10-01 11:55:58,43.878728814739965,125.26800413594567,253.78333333333333
12,wqmbpgahavumbfefc,2022-10-01 16:11:15,43.87869688457111,125.26807819238206,1139.7666666666667
13,wqmbpgahavumbfefc,2022-10-02 12:38:11,43.80555935128157,125.45224415296812,35.25
14,wqmbpgahavumbfefc,2022-10-02 13:15:16,43.80544341829609,125.4522411424246,102.55
15,wqmbpgahavumbfefc,2022-10-02 15:41:29,43.87873583575997,125.26804016690946,1061.1666666666667
16,wqmbpgahavumbfefc,2022-10-06 10:04:30,43.80936706999462,125.37277967414096,1349.6666666666667
17,wqmbpgahavumbfefc,2022-10-07 09:05:50,43.80932420456487,125.37287585071992,71.65
18,wqmbpgahavumbfefc,2022-10-07 10:58:10,43.87872488667275,125.26810421843504,120.75
19,wqmbpgahavumbfefc,2022-10-07 13:24:45,43.905274124227454,125.33285870120324,23.683333333333334
20,wqmbpgahavumbfefc,2022-10-07 14:13:07,43.8787138657715,125.26806518423382,1016.1
21,wqmbpgahavumbfefc,2022-10-22 07:39:53,43.827839690181065,125.20616193189257,52.71666666666667
22,wqmbpgahavumbfefc,2022-10-22 08:33:56,43.82771668434472,125.20551814846924,331.53333333333336
23,wqmbpgahavumbfefc,2022-10-22 14:30:07,43.82799760902,125.20558040618424,1062.6666666666667
24,wqmbpgahavumbfefc,2022-10-23 09:05:57,43.87868575558157,125.267883029288,129.66666666666666
