,接收菜包数量,自采蔬菜包数量,蔬菜包投放总量
0,4410.772327390092,14685.241010086047,11043.550008544444
1,5522.884101270647,11053.43609172748,7109.114441641139
2,4217.38573610477,13026.382030302948,7353.236291062618
3,3892.477899985951,11403.45939156162,4520.926696705088
4,3250.674259327223,12019.961491318641,3808.2630391211706
5,2645.433579732235,11276.611569987384,1700.404000247382
