,接收菜包数量,自采蔬菜包数量,蔬菜包投放总量
0,9262.163953936477,8234.210483531555,14836.962300488525
1,7104.754458090795,2714.9013438782777,7649.642773368145
2,7563.008408209372,1316.005151786138,6377.797180539762
3,7751.9972870110805,-1412.216514017974,3278.1022080777293
4,7617.025825907887,-4260.917337859964,235.97050481144925
5,7507.640855140335,-7089.8158249594535,-2946.314192995975
