,接收菜包数量,自采蔬菜包数量,蔬菜包投放总量
0,7808.5079747852005,10124.411271661585,9787.993736898121
1,8101.143323282111,10533.533831777242,8820.896254686786
2,7929.514831851129,10098.707887324788,8059.5997982661975
3,8047.21659607325,9735.37350115636,6855.89970880894
4,8013.6488538756275,9542.269123781163,6022.657415415191
5,8044.527868870647,9161.46693549905,4954.047543275378
6,8055.965431897673,8915.339895835854,4008.9619987335886
