,接收菜包数量,自采蔬菜包数量,蔬菜包投放总量
0,3948.574017598431,11126.16348017469,10447.236826034548
1,5798.80894942909,13218.8016388982,14457.784472112715
2,5752.481889055483,13805.859739869282,14597.553678282042
3,5761.304968470057,14879.83814543528,15602.64598619053
4,6042.0486282326165,15839.822154556665,16627.06296340693
5,6135.583809979963,16805.599907602304,17506.61376068538
