Latitude,Longitude,Infected,Population,Species,Road,River,1KM,3KM,5KM,10KM
15.113897,121.014652,0,900000,0,5.740095761,162.3263698,0,5,7,27
15.212148,121.019495,0,250000,0,5.445974743,310.8867194,0,8,8,16
15.101007,120.960973,0,12000,0,33.22573803,214.077888,1,7,10,140
15.084975,120.978743,0,20000,0,8.052064272,356.0603178,2,15,3,114
15.11175,121.059808,0,22000,0,11.05272767,563.2369976,0,0,4,19
14.895037,120.834293,0,8000,0,24.96127992,18.28039424,1,2,1,17
15.184527,121.032807,0,1500,0,20.49215968,741.1759785,1,5,10,16
15.195108,121.044673,0,2000,0,0.784787606,545.9143647,0,3,14,15
14.904683,120.743057,0,30000,0,36.03336243,374.9616488,0,3,4,33
14.828817,121.039548,0,48000,0,4.312595991,251.2789485,3,1,11,24
15.176418,121.04294,0,30000,0,6.859537201,419.2369897,0,8,7,15
14.968505,120.863847,0,16000,0,1.470092738,145.5263064,1,6,3,238
15.032962,120.974925,0,99000,0,0.230827812,742.0491836,1,4,7,174
15.10078,120.994148,0,250000,0,9.554626746,318.3575189,2,8,10,29
15.05924,120.976143,0,69000,0,13.82828439,524.0222933,1,10,13,149
14.864588,120.84397,0,85000,0,3.582948497,481.9928841,0,0,4,7
14.843008,120.937133,0,200000,0,5.888360056,235.8157323,0,6,4,35
14.925428,120.983493,0,210000,0,7.097688963,410.7158364,3,4,18,37
14.959765,120.879747,0,12000,0,33.20990743,288.713721,0,6,3,212
15.190043,121.006678,0,48000,0,3.132366849,213.7942198,1,5,6,23
15.196522,121.006475,0,100000,0,0.725271379,304.8765124,3,1,9,19
14.946615,120.953447,0,72000,0,9.857650324,899.8095215,0,9,13,36
14.82909,121.039012,0,48000,0,2.782488621,227.8728738,3,2,10,26
14.870512,120.94209,0,30000,0,4.49719597,516.4944022,0,5,17,36
15.184063,121.033377,0,1800,0,2.127461474,661.6168828,1,6,9,16
15.041015,121.013015,0,76000,0,2.412484325,629.3379465,0,0,8,31
14.855677,121.01385,0,69000,0,1.848139749,412.1964336,0,10,10,43
14.840882,121.001558,0,30000,0,0.682850377,106.6041964,1,4,18,35
14.845928,121.002593,0,250000,0,1.947332506,326.3127183,1,4,17,44
15.129972,121.032273,0,198000,0,24.60934597,681.9746728,0,3,8,27
14.855262,121.032533,0,20000,0,7.173402304,344.7958897,3,4,11,32
14.808273,120.975015,0,50000,0,11.37858277,176.0721314,1,1,10,26
14.889007,120.979845,0,70000,0,0.042495217,257.0834419,0,7,24,36
14.823607,120.940817,0,30000,0,14.00201575,350.6825682,0,4,6,27
14.836832,120.946487,0,40000,0,1.735039423,233.4083572,0,6,5,36
14.858963,121.027278,0,30000,0,36.28069499,42.37271423,2,6,12,37
14.844698,120.988377,0,100000,0,3.299013514,163.6615999,0,5,16,42
15.003916,120.926494,0,2000,0,198.8697473,587.3708924,0,4,61,228
15.016565,120.904057,0,250000,0,41.30029395,103.1713951,0,82,118,90
14.821387,121.040193,0,16000,0,19.51683075,175.023113,3,1,12,20
15.091117,120.9692,0,60000,0,2.729723844,393.3825629,3,9,9,136
14.915618,121.092182,0,148000,0,12.33534607,277.0163795,0,0,0,14
14.841643,120.957902,0,16000,0,4.617889269,552.5272625,2,4,10,43
15.229925,121.073748,0,120000,0,0.503225513,276.8372679,0,0,5,29
14.979442,121.019515,0,250000,0,7.426241014,1459.537729,0,1,4,28
14.981445,121.032462,0,100000,0,8.393520795,349.630178,0,1,2,25
14.856302,121.033322,0,48000,0,4.190304776,457.22213,3,2,12,34
15.080898,120.908035,0,40000,0,1.146947905,1292.869197,0,15,111,174
14.9673,120.945125,0,99000,0,9.503732126,314.4797984,2,3,6,140
14.929352,120.947998,0,5000,0,41.7120906,234.057001,1,10,15,32
15.056157,120.930455,0,50000,0,1.23322718,1084.659299,1,18,116,160
14.84705,120.956835,0,100000,0,11.62434717,512.3021001,3,2,12,46
14.978107,120.925622,0,12000,0,1.213900956,324.9512571,0,6,4,271
14.985185,120.934988,0,12000,0,2.705191938,688.1467311,0,5,4,270
15.232717,121.023788,0,100000,0,26.00674002,547.6809965,0,6,10,25
14.867023,120.738148,0,17000,0,65.41244751,196.1229484,0,0,3,16
15.074518,121.005762,0,492000,0,2.900692565,222.2662282,0,3,17,20
14.950517,120.862135,0,12000,0,41.92496727,250.8739741,2,4,2,103
15.220682,121.033992,0,50000,0,9.626266245,221.7719347,0,4,13,17
14.795712,121.078947,0,70000,0,2.088017812,623.2660752,1,2,3,11
14.908185,121.01296,0,70000,0,238.7570898,899.3209253,1,3,12,48
14.804932,121.009365,0,70000,0,6.0774597,349.6610099,0,1,10,28
14.897807,120.945123,0,70000,0,6.838079657,425.5048879,3,11,11,34
14.907562,121.01287,0,70000,0,240.9911465,857.018275,1,3,12,49
14.898445,121.020027,0,70000,0,5.77450918,225.1576499,1,4,13,41
14.857208,120.78721,0,100000,0,15.19623292,415.3238308,0,1,3,10
14.881637,120.92684,0,69000,0,1.600547303,181.9620673,0,6,11,38
15.170318,121.027085,0,16000,0,23.64384342,670.037712,1,6,8,15
15.087498,120.982917,0,77000,0,4.756753115,190.1449482,1,16,4,63
14.930447,120.984533,0,40000,0,32.90335142,287.1456695,3,4,14,40
14.922258,120.954828,0,60000,0,3.850502309,184.0405004,2,14,10,34
14.886707,120.947877,0,492000,0,1.538034615,32.01863864,0,14,13,34
14.897433,120.93869,0,50000,0,5.364183492,292.4105321,2,9,11,36
14.906418,120.931002,0,69000,0,0.0015635,528.0607132,1,10,11,36
14.841593,120.95778,0,100000,0,10.23902478,566.7369486,2,4,10,43
14.92294,120.95419,0,70000,0,11.63283441,137.9432478,3,13,11,33
14.901752,120.968257,0,60000,0,1.683075698,914.6446943,0,16,16,31
14.8523,120.951567,0,70000,0,1.644988847,252.2431719,1,6,6,48
15.196282,120.99736,0,48000,0,0.273125021,295.5003604,1,3,7,22
15.15865,121.042527,0,12000,0,0.788139639,194.016272,1,6,3,18
15.156228,121.04317,0,250000,0,9.384344665,437.9044995,2,4,4,20
14.93045,120.980508,0,36000,0,22.88355533,111.700414,3,6,13,38
15.232892,121.038528,0,80000,0,42.55381856,345.6305079,1,2,12,24
15.144752,121.038462,0,40000,0,14.72694888,177.3420223,1,3,7,26
14.905588,120.945247,0,60000,0,1.981246996,338.8225285,3,12,11,32
14.910753,120.958018,0,69000,0,5.813429617,79.02173014,2,15,13,31
14.930813,120.98499,0,99000,0,4.284671882,346.0410097,3,4,14,40
15.0731,120.99573,0,50000,0,8.709246077,255.5759516,1,8,14,33
14.813385,120.980763,0,250000,0,3.954399733,386.8054399,2,0,10,29
15.031047,120.914047,0,10000,0,7.636383797,470.7873945,16,76,109,98
15.1002,120.95954,0,40000,0,2.951494425,179.5453462,1,7,14,146
15.169318,121.025382,0,18000,0,3.125204591,658.5408351,1,6,8,15
15.090642,120.969317,0,30000,0,7.005962965,417.1908743,3,9,9,136
15.202382,121.073712,0,50000,0,4.642279257,410.2897737,0,0,6,24
15.235535,121.03298,0,30000,0,10.22890893,250.9099085,1,4,11,25
14.966457,120.944478,0,45000,0,2.486204898,430.852777,2,3,6,139
14.900025,121.02036,0,250000,0,15.14585856,348.1695763,1,4,11,44
14.87567,120.959448,0,48000,0,12.45535177,796.7275443,1,6,19,36
14.79413,121.044207,0,36000,0,5.81493403,503.6979008,0,1,8,15
15.223588,121.004028,0,5000,0,32.62072828,296.3678046,0,3,7,28
14.9904,120.991268,0,180000,0,2.969023279,1444.803967,0,1,3,50
15.150088,121.039203,0,69000,0,5.650690918,286.891875,2,5,4,25
14.977893,120.906768,0,30000,0,0.324815146,5.11071389,0,2,10,287
14.895903,120.765385,0,100000,0,0.117275325,181.0097599,0,3,6,20
14.873987,120.785847,0,16000,0,1.927024682,150.8465601,0,2,2,11
14.994422,120.887038,0,48000,0,0.283359251,66.50298541,0,3,91,189
14.893702,120.835578,0,48000,0,59.68044576,154.3848092,1,2,1,18
15.084328,120.970087,0,100000,0,1.551278495,973.7302016,4,9,11,139
15.034798,120.968625,0,492000,0,6.199295054,204.70499,2,3,8,195
15.099543,120.970672,0,48000,0,14.80184079,172.9102814,2,9,9,114
14.903168,120.838605,0,250000,0,6.613471185,197.8315032,0,3,1,20
15.062007,120.979303,0,60000,0,5.537124151,454.381051,1,9,15,137
15.104468,121.008133,0,76000,0,5.091402424,306.4106928,0,4,11,31
14.886718,120.778937,0,250000,0,3.851118174,681.6358924,0,2,5,17
14.894307,120.990568,0,42000,0,4.895665352,774.4114323,0,8,21,39
14.88253,120.987418,0,25000,0,9.298930968,244.5693664,1,5,20,39
14.911063,120.974442,0,25000,0,1.744606121,303.4613001,0,16,14,34
14.87989,120.967497,0,20000,0,2.315360654,387.1406859,1,8,20,36
14.874407,120.988233,0,25000,0,17.46728655,577.3047719,1,5,21,38
14.9176,120.925063,0,25000,0,13.75449195,132.2474415,0,5,14,38
14.950698,120.859733,0,25000,0,0.577385806,154.4083856,2,4,2,102
15.074465,120.990823,0,69000,0,0.252458303,367.2017159,1,12,10,51
14.801105,121.07737,0,50000,0,1.12423749,58.60411805,1,2,4,11
14.816977,121.084147,0,80000,0,27.74684738,264.2137384,1,2,5,14
15.063485,120.934798,0,12000,0,53.95942281,337.1881146,3,6,118,166
14.921502,120.759275,0,492000,0,25.74083815,501.0752238,0,5,6,33
14.905098,120.953113,0,40000,0,1.339605633,90.89104735,4,12,14,29
14.905077,120.953088,0,492000,0,0.209879748,91.76332843,4,12,14,29
14.89863,120.952472,0,250000,0,1.141664336,423.1037529,3,13,14,31
14.904485,120.935317,0,250000,0,4.780106196,27.44766773,2,11,9,35
15.065218,120.928162,0,99000,0,8.159648123,491.1978486,3,12,113,165
15.07069,120.971527,0,48000,0,2.87264246,230.3570902,1,10,17,153
15.071607,120.928693,0,250000,0,13.13386865,64.36384004,2,4,108,176
15.0698,120.97102,0,16000,0,54.03802619,117.8333458,1,10,17,153
14.789398,120.932935,0,1800,0,5.120523934,29.62445578,0,1,2,14
15.032537,120.960463,0,30000,0,8.930062643,93.03891225,1,3,16,218
14.862725,121.005253,0,250000,0,3.401049484,558.0535389,1,8,9,47
14.859568,121.005013,0,60000,0,14.78339695,369.1088422,1,7,11,46
15.04066,120.949228,0,12000,0,14.40336123,72.64115624,0,6,50,226
14.965078,120.858755,0,3000,0,4.788677218,276.3784298,1,7,1,205
15.015017,120.916783,0,2000,0,72.85935529,450.6147429,0,42,93,155
14.960868,120.98309,0,50000,0,36.74828447,1107.129713,0,0,14,40
14.985092,120.87066,0,23000,0,2.66206178,235.0096881,0,4,38,232
14.952662,120.730935,0,7200,0,2.277583659,446.486908,3,11,18,6
14.93403,120.760615,0,135000,0,20.95992619,231.5088342,1,3,12,29
14.930302,120.745557,0,30000,0,16.58166286,67.88128679,0,8,10,22
14.963272,120.840408,0,10000,0,1.718311982,869.7422962,1,5,2,136
14.962425,120.833152,0,100000,0,0.555690099,600.7816894,1,1,5,112
14.948032,120.765037,0,30000,0,28.03539653,260.9554845,0,3,11,34
14.934375,120.760988,0,18000,0,60.23703084,209.7812691,1,3,12,29
15.175993,120.782155,0,13000,0,4.153278862,929.4732598,4,0,2,26
15.171018,120.782812,1,60000,0,4.247082553,435.8562155,4,0,1,25
15.181167,120.6869,0,36000,0,8.330953434,355.2337813,1,1,9,57
15.154827,120.715373,0,40000,0,5.182147392,325.5359894,1,2,5,29
15.131512,120.738237,0,35000,0,1.069676033,504.1707483,2,2,3,20
15.149727,120.709212,0,108000,0,2.551433284,509.4906183,1,2,5,32
15.172872,120.78189,0,15000,0,7.32394218,598.1802148,4,0,1,25
15.13068,120.741045,0,10000,0,4.302624174,430.5957377,2,2,3,21
15.181752,120.688655,0,8000,0,0.163572249,268.9473591,1,1,12,55
15.193148,120.811283,0,20000,0,11.50712098,620.4158722,0,5,9,7
15.172032,120.782332,0,16000,0,8.240255243,525.4747735,4,0,1,24
15.13859,120.726815,0,60000,0,5.669930322,487.6708868,1,5,0,14
15.14109,120.726777,0,36000,0,1.784781647,335.0250366,1,5,0,15
15.125512,120.74109,0,40000,0,3.813921918,704.2913846,2,2,3,23
15.171547,120.782528,1,18000,0,1.766812403,481.4478391,4,0,1,24
15.030082,120.647853,1,72000,0,2.027094679,478.8991509,3,5,4,33
15.058792,120.596973,0,210000,0,1.989287914,1309.303867,0,0,11,32
14.99927,120.661285,0,5000,1,1.755797,101.5309438,0,0,20,28
15.04004,120.623367,0,45000,0,4.225940104,764.9178221,2,6,6,23
15.040515,120.622668,0,102000,0,5.072835391,829.8510305,2,5,7,23
15.038388,120.631398,0,40000,0,1.118466625,219.7497974,2,8,4,27
15.039945,120.642548,0,15000,0,9.07115247,369.3732927,2,7,5,32
15.037232,120.653152,0,63000,0,4.306619202,823.0602192,4,3,7,30
15.057583,120.635985,0,4000,1,3.99308227,160.4361777,0,8,6,19
15.037528,120.653637,0,60000,0,1.66872089,773.1890322,1,6,7,30
15.031818,120.646275,0,7200,0,1.785712155,327.9049256,4,4,4,33
15.0321,120.646155,0,30000,0,2.198657727,326.8734022,4,4,4,33
15.04256,120.905645,0,3000,1,44.04073535,47.58611997,45,106,69,77
15.042258,120.862265,0,3000,1,4.924584084,73.55575068,24,101,108,53
15.051253,120.896808,0,5000,1,0.258136463,223.7923526,35,126,76,57
15.09746,120.760242,0,7000,0,13.58477015,773.6639791,0,0,6,26
15.03284,120.906687,0,2500,1,37.96649436,950.741189,36,85,94,79
15.024585,120.876243,0,3000,1,1.943219926,779.8923366,15,111,126,30
15.038127,120.902815,0,6000,1,80.57515922,434.274753,50,103,76,65
15.02717,120.904785,0,10000,0,1.313340856,310.5515419,15,95,102,83
15.026252,120.857892,0,3000,1,4.182089754,937.6654676,21,85,90,89
15.026295,120.858022,0,2000,1,10.37572367,935.0148024,21,85,92,87
15.037678,120.920073,0,5000,1,21.69745535,552.8309687,9,78,88,122
15.114618,120.915998,0,48000,0,1.463142288,43.80250041,2,5,3,221
15.048998,120.898018,0,6000,1,0.004157957,2.841593886,40,124,78,52
15.041263,120.873423,0,3000,1,2.073239498,4.281829646,28,149,74,35
15.025578,120.876747,0,2000,1,0.622620222,707.5172842,17,115,122,28
15.041062,120.886152,0,3500,1,0.419420973,141.4858903,31,171,47,37
15.041438,120.873477,1,4000,1,0.436837977,2.6353282,28,150,73,35
15.114597,120.820768,0,6000,1,50.54024102,101.0687963,2,1,4,81
15.023922,120.876512,0,4000,1,1.687137338,704.9317875,13,112,126,31
15.04512,120.881092,0,5000,1,0.431916853,352.122925,28,167,55,33
15.022452,120.85876,0,6000,1,20.08113398,540.8931242,22,70,86,105
15.04206,120.87359,0,3500,1,2.921139687,7.733961496,27,153,71,35
15.037348,120.872307,0,4000,1,1.512873385,3.905109565,30,132,87,37
15.042553,120.873752,0,2600,1,1.314842186,4.307716504,27,153,71,35
15.040422,120.863525,0,2000,1,7.808313782,103.5081856,22,106,107,52
15.043552,120.904175,0,3000,1,4.519734153,123.5815412,44,109,70,76
15.035328,120.890738,0,3000,1,10.08785845,77.78867395,33,154,62,43
15.038132,120.903788,0,200000,0,32.1545437,449.4507941,51,99,73,71
15.041293,120.89597,0,5000,1,88.33420813,18.56097288,48,138,66,41
15.043187,120.861002,0,6000,1,40.55249804,115.0688481,25,99,101,61
15.170512,120.904567,0,4000,1,0.671862666,50.24015613,2,1,4,15
15.036135,120.865375,0,4100,1,2.904685629,184.3036454,30,103,106,47
15.033033,120.884437,0,4500,1,3.821906042,61.32122821,24,174,53,36
15.07536,120.817142,0,3000,1,3.340737185,73.36569237,0,4,9,212
15.031495,120.835648,0,3600,1,0.485634959,378.6502447,3,36,62,185
15.051563,120.896312,0,4000,1,1.060041609,247.5812598,34,130,78,52
15.038757,120.872855,0,6000,1,0.128083382,4.836554167,27,150,73,35
15.057697,120.8679,0,4000,1,16.33015492,740.7981716,1,97,134,51
15.048435,120.883093,0,4000,1,8.501669948,33.14304256,20,174,53,43
15.035135,120.90314,0,3600,1,1.284724497,762.0407563,51,95,92,56
15.048868,120.857103,0,5000,1,22.23100887,44.51266324,20,74,103,89
15.030775,120.857313,0,3000,1,46.5250042,1225.584328,23,85,92,85
15.086833,120.807992,0,2100,1,15.40736718,665.7185299,2,2,3,150
15.031455,120.835812,0,3000,1,0.600184708,396.7179599,3,37,61,185
15.042788,120.899957,0,5000,1,0.52669196,59.70834421,49,119,80,47
15.05165,120.895107,0,3000,1,26.54184719,232.953909,34,132,79,49
15.052885,120.895093,0,2500,1,4.610816315,366.702521,35,124,86,49
15.025518,120.87046,0,3000,1,1.317240069,1029.841685,16,105,116,43
15.022515,120.858607,0,3000,1,4.956385326,557.2714458,22,69,87,105
15.051217,120.882593,0,3000,1,0.369707955,24.86835141,23,158,66,44
15.039588,120.88691,0,3000,1,4.504355634,8.323662698,30,169,50,37
15.042235,120.872157,0,4000,1,24.80396829,161.8670104,29,147,74,37
15.08798,120.818092,0,5000,1,145.7381661,268.9234357,0,5,2,214
15.042075,120.87919,0,2500,1,5.009870406,575.3669781,30,170,52,31
15.03101,120.856997,0,3200,1,9.014650261,1237.569569,22,86,92,85
15.035485,120.861982,0,4000,1,2.065762527,516.8300105,25,105,100,56
15.021998,120.876767,0,3000,1,21.51434886,491.4005827,12,99,135,36
15.026557,120.857835,0,3000,1,4.794897471,970.1069341,21,85,90,89
15.035335,120.861272,0,4000,1,75.38706996,591.3001045,25,105,95,61
15.046353,120.898797,0,2600,1,8.041856198,225.9133852,40,127,78,51
15.170783,120.905562,0,3000,1,7.891862681,35.5010712,2,1,4,15
15.04937,120.89589,0,4000,1,1.066941215,0.721761962,40,132,77,45
15.059612,120.901555,0,6000,1,2.94964357,30.95296358,13,123,80,79
15.025448,120.86896,0,5000,1,9.51760808,974.8593015,12,107,116,47
15.064258,120.8976,0,3000,1,1.242206844,561.2259985,12,92,114,80
15.034987,120.873442,0,3000,1,5.906750661,13.02504311,26,133,92,34
15.04408,120.86087,0,4000,1,8.174924985,64.25852562,24,99,102,61
15.059023,120.89617,0,5000,1,0.865220245,9.125380201,34,100,94,67
15.023357,120.87665,0,3000,1,12.43267312,641.9500738,12,113,125,32
15.052602,120.895442,0,2600,1,3.998407357,343.1520371,35,126,82,51
15.042632,120.900895,0,5000,1,4.767782356,66.5504096,47,117,76,56
15.026695,120.883352,0,3000,1,5.546094597,9.873141329,17,153,81,32
15.031022,120.856935,0,5000,1,2.2235372,1242.248546,22,86,92,86
15.050743,120.8968,0,6000,1,4.81993133,168.1849687,34,130,78,52
15.037902,120.911957,0,3000,1,4.193503174,656.4856353,32,90,79,96
15.056398,120.893353,0,6000,1,0.974747293,258.2659796,37,114,84,59
15.021297,120.876765,0,4000,1,10.45828341,413.8387167,12,93,140,37
15.038823,120.913055,0,6000,1,0.6571322,593.063223,28,92,80,97
15.03322,120.90228,0,5000,1,22.90001091,784.0213173,37,112,93,51
15.033198,120.902387,0,4000,1,12.27601422,786.0342923,37,112,93,51
15.032337,120.902867,0,5000,1,88.89071087,718.6893538,33,105,99,56
15.089652,120.804492,0,3000,1,1.750273303,346.8238169,2,2,4,131
15.050572,120.855408,0,3000,1,2.661391423,60.51665941,16,71,106,91
15.025352,120.874998,0,72000,0,0.670607472,841.6325647,17,107,127,31
15.051977,120.87498,0,2500,1,1.950606068,282.7707914,14,141,93,37
15.046462,120.858873,0,3000,1,1.474848492,65.33462893,22,83,114,68
15.114853,120.82226,0,3000,1,48.73723443,263.9306071,2,0,5,86
15.115827,120.821592,0,2400,1,14.61136227,212.8141112,2,0,5,79
15.060473,120.902295,0,3000,1,6.37685691,32.38226347,10,119,81,85
15.036353,120.910578,0,4000,1,1.383712001,807.9274145,39,85,79,93
15.090888,120.805937,0,3000,1,7.317283947,264.2275134,2,2,4,130
15.042442,120.862068,0,32700,0,0.458117139,77.32195776,23,102,107,55
15.04122,120.897428,0,2500,1,47.75359115,35.389018,47,136,69,42
15.053822,120.891135,0,3000,1,16.63438807,55.88078913,35,130,83,46
15.032865,120.902425,0,2500,1,25.86700063,752.9749592,35,114,93,51
15.049128,120.85668,0,3000,1,5.070955348,61.78824888,20,73,104,89
15.05636,120.893173,0,3000,1,1.102435598,246.4697718,37,114,84,59
15.038597,120.904685,0,2500,1,10.29017333,393.9182835,52,97,72,73
15.0602,120.899333,0,3400,1,1.183511676,135.8219852,19,111,96,69
15.049428,120.895763,0,2500,1,2.764929538,4.488994843,40,132,77,45
15.046818,120.85852,0,3000,1,3.670422777,69.67751319,22,77,118,70
15.063062,120.897258,1,4000,1,30.76240292,425.3096704,12,98,112,74
15.052827,120.882133,0,2500,1,1.767271582,17.80952352,22,150,75,43
15.041607,120.89768,0,2500,1,44.52373591,38.46254813,46,133,72,44
15.02648,120.858033,0,1500,1,4.119155113,952.4656661,21,85,93,86
15.0276,120.907257,0,5000,1,21.59097374,406.8428774,22,87,100,88
15.05787,120.897985,0,3000,1,2.693761491,43.56904537,40,100,88,66
15.04023,120.86363,0,2500,1,11.22749089,108.8890894,26,102,107,52
15.03654,120.907408,0,2600,1,15.31137125,695.63188,45,94,76,81
15.033665,120.873693,0,3000,1,1.0479256,65.71597276,29,123,99,31
15.048532,120.880312,0,1500,1,1.467266118,314.4358964,19,170,59,38
15.053432,120.878683,0,2500,1,0.732479742,5.111048192,13,145,90,38
15.02816,120.856287,0,12000,0,26.3457806,1200.514304,22,76,80,106
15.04539,120.896528,0,3000,1,2.698005167,333.1141719,44,132,76,43
15.023942,120.843465,0,3400,1,10.47312106,596.9722942,2,48,72,160
15.026057,120.85796,0,3500,1,0.386682981,915.301337,21,85,90,89
15.133755,120.901117,0,3000,1,6.017283505,0.521531306,2,5,4,82
15.032802,120.90306,0,6000,1,63.89534937,774.0129756,35,104,97,58
15.053305,120.893792,0,3000,1,4.049484373,346.7148089,35,125,85,50
15.134742,120.909522,0,2000,1,1.490120592,41.86969896,2,5,4,82
15.056663,120.889625,0,1200,1,2.227178023,14.36035126,28,121,95,53
15.054208,120.89401,0,1200,1,5.921550128,362.4397645,34,123,88,49
15.056562,120.889557,0,3000,1,7.253978037,3.624413729,28,121,96,52
15.034568,120.871543,0,3000,1,6.491860507,72.09502761,27,116,107,33
15.050328,120.855605,0,1500,1,2.859986994,62.344266,17,70,106,91
15.042058,120.873637,0,1200,1,2.067598005,2.780135571,27,153,71,35
15.030733,120.856903,0,1600,1,3.696660416,1263.694684,23,85,90,87
15.049748,120.897478,0,3000,1,3.83455005,73.77699097,38,128,76,52
15.043105,120.905835,0,1500,1,10.42139958,50.13450819,45,105,70,76
15.05446,120.894058,0,3000,1,5.296865495,367.183031,35,121,87,51
15.01573,120.846887,0,4000,1,11.73693851,133.5966265,3,33,76,169
15.02835,120.856337,0,38000,0,7.206850525,1221.786074,23,76,82,103
15.042042,120.903392,0,5000,1,44.28775337,57.17519172,47,106,70,74
15.04118,120.897443,0,3200,1,44.68757013,37.82727509,47,136,69,42
15.033047,120.902695,0,4000,1,17.41946027,782.5025936,36,111,91,56
15.043915,120.860947,0,152000,0,3.666077102,69.23622225,26,97,102,61
15.032922,120.902545,0,2000,1,16.71913568,763.5851594,35,113,93,52
15.028733,120.834592,0,1600,1,14.83783668,350.9944469,3,26,70,187
15.030787,120.85738,0,3000,1,53.4476285,1219.051058,23,85,92,85
15.033715,120.902853,0,1800,1,49.76932337,857.3525422,40,104,93,57
15.033,120.884558,0,2000,1,7.938470252,68.32440149,24,174,53,36
15.053112,120.878558,0,2500,1,5.612647356,0.651537188,13,146,89,39
15.033392,120.884408,0,3400,1,2.652532318,22.35679711,24,173,54,36
15.02632,120.867583,0,2500,1,17.11755136,965.5910386,10,113,110,48
15.03858,120.887448,0,2600,1,9.548289479,39.03878404,29,172,48,36
15.02272,120.85835,0,1800,1,18.68547112,592.7901903,22,69,83,111
15.038503,120.89244,0,3000,1,36.30259264,16.62074891,31,161,60,39
15.025787,120.857905,0,2000,1,10.96784408,892.5570772,21,85,80,99
15.037682,120.872503,0,3400,1,1.84642332,3.088005039,30,140,79,37
15.040733,120.897305,0,3200,1,30.07786784,35.79815508,50,133,69,41
15.038437,120.89363,0,1400,1,11.93710549,94.38896984,35,152,65,41
15.034577,120.871525,0,2000,1,6.67201387,72.00380854,27,116,107,33
15.049328,120.882955,1,1600,1,1.719112163,17.13230627,20,169,58,44
15.053002,120.895028,0,2500,1,0.580006899,378.0068123,35,124,85,50
15.055808,120.889745,0,2000,1,4.175574141,7.264843054,33,121,94,49
15.04142,120.886013,0,3100,1,3.719180299,137.1706187,32,170,47,37
15.038808,120.903957,0,1500,1,17.83200312,373.2165989,51,100,72,71
15.03899,120.887187,0,2500,1,2.861465061,20.60728779,29,171,49,36
15.039153,120.887603,0,1000,1,4.692336456,68.10921991,29,173,47,36
15.03822,120.903478,0,40000,0,23.40050161,444.0186441,50,101,72,71
15.033327,120.88436,0,3600,1,4.079724056,28.11318014,24,173,54,36
15.055485,120.889953,0,1900,1,1.391660841,2.946375648,33,121,94,49
15.051557,120.854587,0,2400,1,5.360034049,59.27238669,12,67,113,93
15.046953,120.912443,0,3500,1,2.656731249,92.65072893,11,121,66,100
15.039543,120.913757,0,4000,1,3.238066427,558.6516442,24,96,79,98
15.040888,120.897273,0,2900,1,47.20338318,26.13900008,48,135,69,41
15.05491,120.881553,0,3000,1,8.731502321,244.3618892,20,142,85,44
15.03641,120.90643,0,2000,1,30.64278922,669.8046869,44,97,79,75
15.055783,120.889803,0,37000,0,0.398117293,2.88671973,33,121,94,49
15.131775,120.898077,0,36000,0,4.531361225,26.2057326,1,6,4,94
15.041482,120.903858,0,1900,1,3.283567056,83.43465048,51,100,72,72
15.051233,120.855113,0,3000,1,17.7463014,37.6486112,12,70,110,92
15.167977,120.910613,0,4000,1,0.549371117,37.17104489,2,1,4,15
15.050153,120.855728,0,2500,1,4.542681314,65.13550909,17,70,106,91
15.038882,120.901235,0,2400,1,151.7209001,323.5780919,54,106,84,50
15.01735,120.845025,0,2000,1,6.057758965,60.31315876,2,34,75,172
15.034007,120.875877,0,3000,1,3.165350439,10.86558097,35,154,64,33
15.03463,120.8746,0,1900,1,0.412137801,4.765105373,24,152,76,33
15.03593,120.871877,0,3000,1,2.959839504,6.626649804,26,130,94,36
15.032995,120.884497,0,1900,1,1.436991933,67.29991911,24,173,54,36
15.045403,120.908645,0,2000,1,0.444909157,100.9729277,26,118,65,91
15.037618,120.892068,0,2500,1,29.77395158,31.28294418,37,153,60,41
15.04302,120.861655,0,110000,0,4.012802252,71.89615659,23,102,105,57
15.043512,120.903552,0,1700,1,5.782573491,78.34634668,43,110,69,77
15.036103,120.865407,0,300,1,1.382951722,185.2068216,30,103,106,46
15.049067,120.856663,0,1200,1,0.596006334,67.45384115,20,75,102,89
15.03629,120.906672,0,2000,1,43.14715589,690.9647869,43,96,81,76
15.036525,120.907705,0,3000,1,16.63842638,710.7368496,46,91,77,82
15.050782,120.896873,0,2500,1,4.019138076,173.8842688,32,132,78,52
15.040985,120.897343,0,3000,1,50.49383758,31.44891001,48,135,69,41
15.038915,120.901277,0,4000,1,145.9430182,320.1603434,53,106,85,50
15.033025,120.875522,0,2500,1,3.04842017,47.41461747,32,143,78,29
15.03302,120.884515,0,1600,1,3.97813307,65.07410803,24,174,53,36
15.03576,120.863607,0,4000,1,0.801392206,354.0795562,32,98,106,50
15.036002,120.90741,0,3000,1,7.126340156,750.4192228,43,93,79,81
15.033323,120.884318,0,4000,1,8.570897719,26.78172779,24,173,54,36
15.03341,120.884395,0,4200,1,1.771621585,20.08954448,24,173,54,36
15.037863,120.892188,0,3000,1,29.02666552,26.28947269,39,153,58,41
15.039793,120.895625,0,1600,1,1.28572638,64.81813787,42,145,65,42
15.017147,120.875763,0,1500,1,16.33853817,106.236903,9,88,140,44
15.022985,120.85847,0,3000,1,1.16724641,605.5198469,22,69,88,106
