1.113010606,1.263979981,1.362362289,1.464645573
-0.644308905,-0.628252355,-0.615309509,-0.594395044
0.317451598,0.395265328,0.412690005,0.4889466
-0.3665776,-0.335601536,-0.254063642,-0.226360165
-0.441452004,-0.45573034,-0.39280402,-0.355001562
-0.150586731,-0.122708506,-0.102978752,-0.061623445
-0.491958595,-0.444965884,-0.446319833,-0.436589903
-0.242811067,-0.229321866,-0.201664872,-0.175979188
-0.245182047,-0.150506347,-0.126013264,-0.093104157
0.661790593,1.067032321,1.223649648,1.269225645
0.897859221,1.019254653,1.056001562,1.083515942
-0.080651135,-0.00066566,0.01172435,0.026593711
0.762727409,0.859338344,1.171626971,1.416888183
-0.263238589,-0.222888705,-0.166278046,-0.109998412
0.486230041,0.554587889,0.614786972,0.641045128
0.275431781,0.291238771,0.352335704,0.406629755
-0.115024415,-0.083631521,-0.056867002,-0.010210508
-0.037520968,0.014262105,0.012123208,0.080071436
1.301692613,1.484811471,1.578762469,1.652024874
-0.119293595,-0.012933401,0.01844859,0.123590281
-0.773166989,-0.740385246,-0.735460645,-0.703354186
-0.438453669,-0.399789278,-0.361492155,-0.321473436
0.488225444,0.57760173,0.698426234,0.767714858
-0.514631657,-0.449565442,-0.392315806,-0.381940393
-0.383552876,-0.246629077,-0.145013032,-0.193464666
-0.786132231,-0.778652829,-0.776619229,-0.769588811
-0.370525101,-0.336889529,-0.299878113,-0.255266569
-0.535880706,-0.513523115,-0.476012524,-0.47249493
-0.835741757,-0.821908804,-0.815038211,-0.805913166
-0.805844627,-0.792317189,-0.788454389,-0.780256053
-0.442617454,-0.33946783,-0.3508637,-0.323673373
