"","list3_2017","list3_2018","list3_2019","list3_2020"
"1",-1.95421356903365,-1.34369278879441,-0.956767647977008,-0.410560893126358
"2",-0.422705256363795,-0.393776820743364,-0.266212718077569,-0.529573664649889
"3",-0.000845368959443133,0.204161471990906,0.1659615471698,0.00496746687987593
"4",1.05301960793227,1.02394567061812,0.963758261733889,0.115874408916564
"5",2.61501549790309,2.34215419504948,2.8619461384187,2.23327958040567
"6",0.397972588890563,0.84280005175253,0.861502089075161,0.0254281326509482
"7",1.14671403375114,1.43759841399123,0.58013091789747,-0.00889325684083058
"8",1.450173802696,0.512333616726037,-0.0479107362150027,0.573489618388511
"9",4.25672749398677,6.22602348302423,4.55436706195276,2.9393669486598
"10",4.86957582365677,5.81026927338523,4.22553655683343,4.37092777751911
"11",4.09133813292361,5.67874676893623,4.80132003535241,4.12849475302486
"12",-1.23308476995555,-0.298427981786599,-1.21860050312631,0.857499611053839
"13",0.177432048610832,-1.09068496396361,1.25530569051919,-0.789311379203414
"14",-2.35896333287572,-0.569440840120755,-3.28379385787811,-1.97702628671338
"15",0.608999609720243,0.463344007607347,0.522144665092343,1.36420257635893
"16",0.137483010832486,-0.109617514185562,-0.0134469673295705,-0.445804643645252
"17",0.0367336605869695,-0.0613611241586723,-1.26869205522297,-0.0536160821038332
"18",-0.470800079467539,1.0951372994449,-0.722606350786892,-0.428059870350169
"19",-8.18928319069221,-3.58218573652455,-6.23710131675603,-7.14506838220554
"20",-0.911841177228639,-1.48935856455728,-0.916591561843114,-0.349547719774302
"21",-2.47838959991991,-2.86878159300493,-2.59977004684618,-3.51977968400597
"22",0.692681785166351,0.196542172106799,0.228432139029653,0.463156246183685
"23",-0.588075071760387,-0.390783170582546,-0.470853807585339,-2.08239569183918
"24",0.972923200980142,0.321886206605219,0.474295451422309,0.443765508455422
"25",0.852314907543784,0.788865461377437,0.878301248411278,0.561832918314742
"26",0.960767272453758,2.62605760165812,1.66927310299889,2.20095692306356
"27",1.1975968514665,1.01019456592056,1.17463632761407,0.82134443026717
"28",2.04165284850829,2.71460936479544,2.68169411807905,2.88026796223005
"29",1.41972219090229,3.10310785328804,-0.862197357619449,2.85675417712199
"30",2.1862940571389,-0.676250663027743,2.10732782517913,2.37573663361326
"31",-0.777030222419275,2.44246210772558,2.04882563632059,2.44624709759692
