,Latitude,Longitude,Infected,Population,Species,Road,River,1km,3km,5km,10km
283,14.708115,120.496018,0.0,35000,0,8.066236749,178.7704909,6.0,13.0,8.0,28.0
284,14.707663,120.502248,0.0,35000,0,6.2223824,83.37232093,6.0,13.0,7.0,29.0
285,14.76038,120.517773,0.0,38000,0,8.811403953,415.7102904,1.0,9.0,6.0,37.0
286,14.775982,120.510837,0.0,75000,0,5.417801644,160.7007258,1.0,8.0,12.0,30.0
287,14.775417,120.509407,0.0,130000,0,3.626421987,112.1529728,1.0,8.0,14.0,29.0
288,14.75925,120.49551,0.0,1100,0,133.1886481,277.1384115,2.0,10.0,11.0,32.0
289,14.81378,120.510332,0.0,11000,0,7.301053031,528.800419,1.0,2.0,10.0,30.0
290,14.795435,120.485033,0.0,10000,0,1.525324469,419.6493812,2.0,11.0,10.0,29.0
291,14.807052,120.502178,0.0,8000,0,2.549624065,400.2937778,1.0,6.0,10.0,26.0
292,14.813197,120.509402,0.0,10000,0,3.83128896,534.4115674,1.0,2.0,9.0,31.0
293,14.805707,120.49938,0.0,9000,0,24.74695884,638.1586405,1.0,7.0,9.0,26.0
294,14.686185,120.493458,0.0,40000,0,3.642573925,500.8266474,3.0,13.0,12.0,21.0
295,14.873428,120.488068,0.0,80000,1,2.270718938,753.1219513,1.0,3.0,10.0,18.0
296,14.916978,120.45571,0.0,15000,0,21.90421754,223.7210022,0.0,7.0,2.0,12.0
297,14.641702,120.478945,0.0,43000,0,12.45772624,445.4101504,0.0,5.0,5.0,27.0
298,14.799943,120.462438,0.0,138000,0,0.801692234,1044.081359,2.0,8.0,5.0,26.0
299,14.703693,120.504513,0.0,36000,0,48.26034655,272.9929209,4.0,15.0,7.0,26.0
300,14.786113,120.497097,0.0,100000,0,0.36888605,30.28938386,0.0,12.0,12.0,29.0
301,14.811387,120.470292,0.0,40000,0,14.7028763,1310.453277,1.0,8.0,6.0,27.0
302,14.89252,120.476135,0.0,20000,0,1.021049313,231.9670962,0.0,10.0,4.0,14.0
303,14.802133,120.460282,0.0,20000,0,2.020893588,713.0933619,1.0,8.0,6.0,26.0
304,14.909383,120.461768,0.0,38000,0,3.77241592,227.881769,5.0,3.0,2.0,12.0
305,14.909385,120.46208,0.0,24000,0,35.81695985,197.2339429,5.0,3.0,2.0,12.0
306,14.614787,120.527945,0.0,20000,0,94.63028202,341.0641626,1.0,4.0,4.0,16.0
307,14.68774,120.489663,0.0,130000,0,9.913845817,679.1043596,2.0,13.0,13.0,23.0
308,14.650388,120.487783,0.0,58000,0,15.18262943,521.7088483,0.0,9.0,6.0,23.0
309,14.761227,120.510482,0.0,216000,0,12.66486,113.3151451,2.0,9.0,9.0,33.0
310,14.463108,120.582862,0.0,40000,0,29.91494488,237.2281123,0.0,0.0,0.0,0.0
311,14.658453,120.464355,0.0,28000,0,2.932297056,864.1843826,0.0,3.0,8.0,26.0
312,14.793443,120.464805,0.0,38500,0,3.406225738,719.9988534,1.0,8.0,8.0,26.0
313,14.671692,120.490433,0.0,38000,0,81.7984771,838.5356153,1.0,7.0,16.0,23.0
314,14.60461,120.547445,0.0,20000,0,8.777997047,510.6419049,2.0,2.0,4.0,10.0
315,14.743373,120.47836,0.0,66000,0,0.410168233,170.2562848,0.0,8.0,21.0,29.0
316,14.867968,120.487943,0.0,66000,0,1.90700107,788.2116636,1.0,3.0,6.0,22.0
317,14.725913,120.507383,0.0,36000,0,3.334840709,634.1162148,1.0,15.0,13.0,31.0
318,14.689982,120.500367,0.0,115000,0,4.653222527,151.6835306,2.0,15.0,10.0,23.0
319,14.915272,120.467773,0.0,90000,0,0.209146024,137.1435493,4.0,4.0,1.0,16.0
320,14.600545,120.545532,0.0,40000,0,16.09694923,235.1962394,1.0,4.0,3.0,9.0
321,14.665022,120.522543,0.0,15000,0,105.420322,437.8336653,0.0,3.0,15.0,23.0
322,14.70058,120.494665,0.0,40000,0,6.787191558,398.8993202,1.0,16.0,8.0,28.0
323,14.646533,120.503582,0.0,20000,0,28.44214381,72.41020594,0.0,7.0,11.0,21.0
324,14.675338,120.493127,0.0,9500,0,0.394685335,590.6198988,1.0,8.0,18.0,22.0
325,14.728123,120.49559,0.0,25000,0,217.0196977,309.9543882,0.0,18.0,11.0,32.0
326,14.66209,120.499817,0.0,125000,0,12.10438968,661.0154857,0.0,8.0,12.0,22.0
327,14.858012,120.502197,0.0,65000,0,13.63477146,511.2954958,0.0,4.0,4.0,28.0
328,14.707172,120.503713,0.0,61000,0,2.431018911,102.5600982,6.0,13.0,7.0,29.0
329,14.91029,120.467893,0.0,25000,0,90.85293014,310.8498936,5.0,3.0,2.0,13.0
330,14.90696,120.465015,0.0,45000,0,0.337530514,170.8768981,6.0,2.0,3.0,11.0
331,14.570713,120.561137,0.0,80000,0,4.538780663,279.5761596,1.0,1.0,3.0,5.0
332,14.773365,120.500295,0.0,35000,0,20.34928981,272.4027427,0.0,11.0,14.0,28.0
333,14.803857,120.473892,0.0,75000,0,28.0617423,780.9194068,1.0,8.0,8.0,27.0
334,14.631467,120.499547,0.0,90000,0,0.840476655,140.02232,1.0,3.0,9.0,24.0
335,14.673387,120.477327,0.0,62000,0,3.621062772,729.0230905,0.0,8.0,14.0,23.0
336,14.757338,120.44005,0.0,190000,0,6.78722607,219.8299786,0.0,3.0,4.0,45.0
337,14.582173,120.56395,0.0,18000,0,33.50267874,249.365892,0.0,4.0,1.0,7.0
338,14.632097,120.49956,0.0,18000,0,1.191252798,209.6306438,1.0,3.0,9.0,24.0
339,14.720282,120.48601,0.0,20000,0,1.806300597,434.988959,0.0,17.0,10.0,33.0
340,14.704888,120.508952,0.0,115000,0,147.544216,40.64157835,7.0,12.0,7.0,26.0
341,14.63301,120.531488,0.0,18000,0,26.7030134,151.9380092,0.0,3.0,8.0,25.0
342,14.562208,120.561448,0.0,36000,0,38.64273413,522.2955325,1.0,1.0,3.0,3.0
343,14.61619,120.438168,0.0,440000,0,3.736408569,468.7803255,0.0,0.0,0.0,14.0
344,14.855785,120.42047,0.0,65000,0,4.04850202,135.3881697,0.0,0.0,0.0,24.0
345,14.826123,120.456765,0.0,72000,0,47.62743612,401.9313477,0.0,3.0,6.0,36.0
346,14.728025,120.507685,0.0,35000,0,234.1868677,404.2696427,1.0,16.0,12.0,30.0
347,14.793955,120.480603,0.0,14000,0,0.478227422,347.3318177,2.0,10.0,11.0,29.0
348,14.749665,120.447195,0.0,1300,0,44.33584114,116.0091258,0.0,3.0,4.0,48.0
349,14.713173,120.51172,0.0,20000,0,66.6510876,228.3075338,3.0,14.0,9.0,28.0
350,14.713137,120.5094,0.0,40000,0,10.57329796,224.5334238,6.0,11.0,9.0,29.0
351,14.653078,120.517978,0.0,13500,0,10.06501605,556.712359,0.0,4.0,13.0,24.0
352,14.820897,121.040892,0.0,6000,0,29.21637699,97.32746734,3.0,2.0,12.0,18.0
353,15.102372,120.995778,0.0,69000,0,6.037205485,360.8502726,2.0,5.0,13.0,29.0
354,14.86048,121.03661,0.0,15000,0,31.34066427,333.8971313,2.0,4.0,12.0,31.0
355,15.066332,120.909982,0.0,69000,0,2.802241831,567.3696483,1.0,68.0,97.0,129.0
356,14.996342,120.980175,0.0,2000,0,19.67952213,934.8216903,0.0,1.0,6.0,97.0
357,14.813678,120.987162,0.0,250000,0,4.606580895,475.8349615,1.0,2.0,6.0,32.0
358,14.89356,121.047752,0.0,300000,0,8.164539053,200.3413836,0.0,2.0,8.0,33.0
359,15.080273,120.969168,0.0,99000,0,9.510028416,1188.794475,1.0,13.0,12.0,156.0
360,14.979453,121.062303,0.0,45000,0,3.848641481,868.7960234,0.0,0.0,2.0,11.0
361,14.821493,121.081463,0.0,60000,0,1.320433933,105.4071008,1.0,3.0,4.0,14.0
362,15.199367,121.008098,0.0,47000,0,4.288945223,150.8579419,1.0,4.0,10.0,17.0
363,14.833858,121.057767,0.0,20000,0,7.170508535,266.781628,0.0,5.0,8.0,21.0
364,14.78463,120.9476,0.0,60000,0,32.96937474,199.6112212,0.0,1.0,3.0,12.0
365,14.934178,120.965862,0.0,100000,0,3.409103501,61.0780445,1.0,11.0,13.0,30.0
366,14.923438,120.961433,0.0,20000,0,76.93439355,94.50079884,3.0,14.0,10.0,35.0
367,14.926585,120.970063,0.0,84000,0,1.133715807,372.5006785,2.0,13.0,10.0,36.0
368,14.954432,120.866187,0.0,10000,0,50.61444347,278.192809,2.0,4.0,3.0,149.0
369,14.966442,120.944477,0.0,46000,0,1.725942266,432.2567121,2.0,3.0,6.0,139.0
370,15.065735,120.929033,0.0,16000,0,2.413896974,521.9140871,3.0,10.0,114.0,165.0
371,15.043212,120.982667,0.0,250000,0,9.35749687,369.2044995,0.0,5.0,11.0,141.0
372,14.87737,121.026845,0.0,104000,0,1.564676336,293.673529,1.0,9.0,8.0,42.0
373,15.101295,120.997308,0.0,40000,0,21.62796542,206.5031818,2.0,5.0,13.0,28.0
374,14.884247,120.821635,0.0,50000,0,19.50070647,121.3688874,0.0,3.0,4.0,14.0
375,14.885613,121.029857,0.0,100000,0,97.36175181,442.9856207,1.0,5.0,10.0,42.0
376,15.113897,121.014652,0.0,900000,0,5.740095761,162.3263698,0.0,5.0,7.0,27.0
377,15.212148,121.019495,0.0,250000,0,5.445974743,310.8867194,0.0,8.0,8.0,16.0
378,15.101007,120.960973,0.0,12000,0,33.22573803,214.077888,1.0,7.0,10.0,140.0
379,15.084975,120.978743,0.0,20000,0,8.052064272,356.0603178,2.0,15.0,3.0,114.0
380,15.11175,121.059808,0.0,22000,0,11.05272767,563.2369976,0.0,0.0,4.0,21.0
381,14.895037,120.834293,0.0,8000,0,24.96127992,18.28039424,1.0,2.0,1.0,17.0
382,15.184527,121.032807,0.0,1500,0,20.49215968,741.1759785,1.0,5.0,10.0,16.0
383,15.195108,121.044673,0.0,2000,0,0.784787606,545.9143647,0.0,3.0,14.0,15.0
384,14.904683,120.743057,0.0,30000,0,36.03336243,374.9616488,0.0,3.0,4.0,33.0
385,14.828817,121.039548,0.0,48000,0,4.312595991,251.2789485,3.0,1.0,11.0,24.0
386,15.176418,121.04294,0.0,30000,0,6.859537201,419.2369897,0.0,8.0,7.0,15.0
387,14.968505,120.863847,0.0,16000,0,1.470092738,145.5263064,1.0,6.0,3.0,238.0
388,15.032962,120.974925,0.0,99000,0,0.230827812,742.0491836,1.0,4.0,7.0,174.0
389,15.10078,120.994148,0.0,250000,0,9.554626746,318.3575189,2.0,8.0,10.0,29.0
390,15.05924,120.976143,0.0,69000,0,13.82828439,524.0222933,1.0,10.0,13.0,149.0
391,14.864588,120.84397,0.0,85000,0,3.582948497,481.9928841,0.0,0.0,4.0,7.0
392,14.843008,120.937133,0.0,200000,0,5.888360056,235.8157323,0.0,6.0,4.0,35.0
393,14.925428,120.983493,0.0,210000,0,7.097688963,410.7158364,3.0,4.0,18.0,37.0
394,14.959765,120.879747,0.0,12000,0,33.20990743,288.713721,0.0,6.0,3.0,212.0
395,15.190043,121.006678,0.0,48000,0,3.132366849,213.7942198,1.0,5.0,6.0,23.0
396,15.196522,121.006475,0.0,100000,0,0.725271379,304.8765124,3.0,1.0,9.0,19.0
397,14.946615,120.953447,0.0,72000,0,9.857650324,899.8095215,0.0,9.0,13.0,36.0
398,14.82909,121.039012,0.0,48000,0,2.782488621,227.8728738,3.0,2.0,10.0,26.0
399,14.870512,120.94209,0.0,30000,0,4.49719597,516.4944022,0.0,6.0,16.0,36.0
400,15.184063,121.033377,0.0,1800,0,2.127461474,661.6168828,1.0,6.0,9.0,16.0
401,15.041015,121.013015,0.0,76000,0,2.412484325,629.3379465,0.0,0.0,8.0,32.0
402,14.855677,121.01385,0.0,69000,0,1.848139749,412.1964336,0.0,10.0,10.0,43.0
403,14.840882,121.001558,0.0,30000,0,0.682850377,106.6041964,1.0,4.0,18.0,35.0
404,14.845928,121.002593,0.0,250000,0,1.947332506,326.3127183,1.0,4.0,17.0,44.0
405,15.129972,121.032273,0.0,198000,0,24.60934597,681.9746728,0.0,3.0,8.0,27.0
406,14.855262,121.032533,0.0,20000,0,7.173402304,344.7958897,3.0,4.0,11.0,32.0
407,14.808273,120.975015,0.0,50000,0,11.37858277,176.0721314,1.0,1.0,10.0,26.0
408,14.889007,120.979845,0.0,70000,0,0.042495217,257.0834419,0.0,7.0,24.0,36.0
409,14.823607,120.940817,0.0,30000,0,14.00201575,350.6825682,0.0,4.0,6.0,27.0
410,14.836832,120.946487,0.0,40000,0,1.735039423,233.4083572,0.0,6.0,5.0,36.0
411,14.858963,121.027278,0.0,30000,0,36.28069499,42.37271423,2.0,6.0,12.0,37.0
412,14.844698,120.988377,0.0,100000,0,3.299013514,163.6615999,0.0,5.0,17.0,41.0
413,15.003916,120.926494,0.0,2000,0,198.8697473,587.3708924,0.0,4.0,61.0,228.0
414,15.016565,120.904057,0.0,250000,0,41.30029395,103.1713951,0.0,82.0,119.0,89.0
415,14.821387,121.040193,0.0,16000,0,19.51683075,175.023113,3.0,1.0,12.0,20.0
416,15.091117,120.9692,0.0,60000,0,2.729723844,393.3825629,3.0,9.0,9.0,137.0
417,14.915618,121.092182,0.0,148000,0,12.33534607,277.0163795,0.0,0.0,0.0,14.0
418,14.841643,120.957902,0.0,16000,0,4.617889269,552.5272625,2.0,4.0,10.0,43.0
419,15.229925,121.073748,0.0,120000,0,0.503225513,276.8372679,0.0,0.0,5.0,29.0
420,14.979442,121.019515,0.0,250000,0,7.426241014,1459.537729,0.0,1.0,4.0,28.0
421,14.981445,121.032462,0.0,100000,0,8.393520795,349.630178,0.0,1.0,2.0,25.0
422,14.856302,121.033322,0.0,48000,0,4.190304776,457.22213,3.0,2.0,13.0,33.0
423,15.080898,120.908035,0.0,40000,0,1.146947905,1292.869197,0.0,15.0,111.0,174.0
424,14.9673,120.945125,0.0,99000,0,9.503732126,314.4797984,2.0,3.0,7.0,139.0
425,14.929352,120.947998,0.0,5000,0,41.7120906,234.057001,1.0,10.0,15.0,32.0
426,15.056157,120.930455,0.0,50000,0,1.23322718,1084.659299,1.0,18.0,116.0,160.0
427,14.84705,120.956835,0.0,100000,0,11.62434717,512.3021001,3.0,2.0,12.0,46.0
428,14.978107,120.925622,0.0,12000,0,1.213900956,324.9512571,0.0,6.0,4.0,271.0
429,14.985185,120.934988,0.0,12000,0,2.705191938,688.1467311,0.0,5.0,4.0,270.0
430,15.232717,121.023788,0.0,100000,0,26.00674002,547.6809965,0.0,6.0,10.0,25.0
431,14.867023,120.738148,0.0,17000,0,65.41244751,196.1229484,0.0,0.0,3.0,16.0
432,15.074518,121.005762,0.0,492000,0,2.900692565,222.2662282,0.0,3.0,17.0,20.0
433,14.950517,120.862135,0.0,12000,0,41.92496727,250.8739741,2.0,4.0,2.0,103.0
434,15.220682,121.033992,0.0,50000,0,9.626266245,221.7719347,0.0,4.0,13.0,17.0
435,14.795712,121.078947,0.0,70000,0,2.088017812,623.2660752,1.0,2.0,3.0,11.0
436,14.908185,121.01296,0.0,70000,0,238.7570898,899.3209253,1.0,3.0,12.0,48.0
437,14.804932,121.009365,0.0,70000,0,6.0774597,349.6610099,0.0,1.0,10.0,28.0
438,14.897807,120.945123,0.0,70000,0,6.838079657,425.5048879,3.0,11.0,11.0,34.0
439,14.907562,121.01287,0.0,70000,0,240.9911465,857.018275,1.0,3.0,12.0,49.0
440,14.898445,121.020027,0.0,70000,0,5.77450918,225.1576499,1.0,4.0,13.0,41.0
441,14.857208,120.78721,0.0,100000,0,15.19623292,415.3238308,0.0,1.0,3.0,10.0
442,14.881637,120.92684,0.0,69000,0,1.600547303,181.9620673,0.0,6.0,11.0,38.0
443,15.170318,121.027085,0.0,16000,0,23.64384342,670.037712,1.0,6.0,8.0,15.0
444,15.087498,120.982917,0.0,77000,0,4.756753115,190.1449482,1.0,16.0,4.0,64.0
445,14.930447,120.984533,0.0,40000,0,32.90335142,287.1456695,3.0,4.0,14.0,40.0
446,14.922258,120.954828,0.0,60000,0,3.850502309,184.0405004,2.0,14.0,10.0,34.0
447,14.886707,120.947877,0.0,492000,0,1.538034615,32.01863864,0.0,14.0,13.0,34.0
448,14.897433,120.93869,0.0,50000,0,5.364183492,292.4105321,2.0,10.0,10.0,36.0
449,14.906418,120.931002,0.0,69000,0,0.0015635,528.0607132,1.0,10.0,11.0,36.0
450,14.841593,120.95778,0.0,100000,0,10.23902478,566.7369486,2.0,4.0,10.0,43.0
451,14.92294,120.95419,0.0,70000,0,11.63283441,137.9432478,3.0,13.0,12.0,32.0
452,14.901752,120.968257,0.0,60000,0,1.683075698,914.6446943,0.0,16.0,16.0,31.0
453,14.8523,120.951567,0.0,70000,0,1.644988847,252.2431719,1.0,6.0,6.0,48.0
454,15.196282,120.99736,0.0,48000,0,0.273125021,295.5003604,1.0,3.0,7.0,22.0
455,15.15865,121.042527,0.0,12000,0,0.788139639,194.016272,1.0,6.0,3.0,18.0
456,15.156228,121.04317,0.0,250000,0,9.384344665,437.9044995,2.0,4.0,4.0,21.0
457,14.93045,120.980508,0.0,36000,0,22.88355533,111.700414,3.0,6.0,13.0,38.0
458,15.232892,121.038528,0.0,80000,0,42.55381856,345.6305079,1.0,2.0,12.0,24.0
459,15.144752,121.038462,0.0,40000,0,14.72694888,177.3420223,1.0,3.0,7.0,26.0
460,14.905588,120.945247,0.0,60000,0,1.981246996,338.8225285,3.0,12.0,11.0,32.0
461,14.910753,120.958018,0.0,69000,0,5.813429617,79.02173014,2.0,15.0,13.0,31.0
462,14.930813,120.98499,0.0,99000,0,4.284671882,346.0410097,3.0,4.0,14.0,40.0
463,15.0731,120.99573,0.0,50000,0,8.709246077,255.5759516,1.0,8.0,14.0,33.0
464,14.813385,120.980763,0.0,250000,0,3.954399733,386.8054399,2.0,0.0,10.0,29.0
465,15.031047,120.914047,0.0,10000,0,7.636383797,470.7873945,16.0,76.0,109.0,98.0
466,15.1002,120.95954,0.0,40000,0,2.951494425,179.5453462,1.0,7.0,14.0,147.0
467,15.169318,121.025382,0.0,18000,0,3.125204591,658.5408351,1.0,6.0,8.0,15.0
468,15.090642,120.969317,0.0,30000,0,7.005962965,417.1908743,3.0,9.0,9.0,137.0
469,15.202382,121.073712,0.0,50000,0,4.642279257,410.2897737,0.0,0.0,6.0,24.0
470,15.235535,121.03298,0.0,30000,0,10.22890893,250.9099085,1.0,4.0,11.0,25.0
471,14.966457,120.944478,0.0,45000,0,2.486204898,430.852777,2.0,3.0,6.0,139.0
472,14.900025,121.02036,0.0,250000,0,15.14585856,348.1695763,1.0,4.0,11.0,44.0
473,14.87567,120.959448,0.0,48000,0,12.45535177,796.7275443,1.0,6.0,19.0,36.0
474,14.79413,121.044207,0.0,36000,0,5.81493403,503.6979008,0.0,1.0,8.0,15.0
475,15.223588,121.004028,0.0,5000,0,32.62072828,296.3678046,0.0,3.0,7.0,28.0
476,14.9904,120.991268,0.0,180000,0,2.969023279,1444.803967,0.0,1.0,3.0,50.0
477,15.150088,121.039203,0.0,69000,0,5.650690918,286.891875,2.0,5.0,4.0,25.0
478,14.977893,120.906768,0.0,30000,0,0.324815146,5.11071389,0.0,2.0,10.0,287.0
479,14.895903,120.765385,0.0,100000,0,0.117275325,181.0097599,0.0,3.0,6.0,20.0
480,14.873987,120.785847,0.0,16000,0,1.927024682,150.8465601,0.0,2.0,2.0,11.0
481,14.994422,120.887038,0.0,48000,0,0.283359251,66.50298541,0.0,3.0,91.0,189.0
482,14.893702,120.835578,0.0,48000,0,59.68044576,154.3848092,1.0,2.0,1.0,18.0
483,15.084328,120.970087,0.0,100000,0,1.551278495,973.7302016,4.0,9.0,11.0,139.0
484,15.034798,120.968625,0.0,492000,0,6.199295054,204.70499,2.0,3.0,8.0,195.0
485,15.099543,120.970672,0.0,48000,0,14.80184079,172.9102814,2.0,9.0,9.0,115.0
486,14.903168,120.838605,0.0,250000,0,6.613471185,197.8315032,0.0,3.0,1.0,20.0
487,15.062007,120.979303,0.0,60000,0,5.537124151,454.381051,1.0,9.0,15.0,137.0
488,15.104468,121.008133,0.0,76000,0,5.091402424,306.4106928,0.0,4.0,11.0,31.0
489,14.886718,120.778937,0.0,250000,0,3.851118174,681.6358924,0.0,2.0,5.0,17.0
490,14.894307,120.990568,0.0,42000,0,4.895665352,774.4114323,0.0,8.0,21.0,39.0
491,14.88253,120.987418,0.0,25000,0,9.298930968,244.5693664,1.0,5.0,20.0,39.0
492,14.911063,120.974442,0.0,25000,0,1.744606121,303.4613001,0.0,16.0,14.0,34.0
493,14.87989,120.967497,0.0,20000,0,2.315360654,387.1406859,1.0,8.0,20.0,36.0
494,14.874407,120.988233,0.0,25000,0,17.46728655,577.3047719,1.0,5.0,21.0,38.0
495,14.9176,120.925063,0.0,25000,0,13.75449195,132.2474415,0.0,5.0,14.0,38.0
496,14.950698,120.859733,0.0,25000,0,0.577385806,154.4083856,2.0,4.0,2.0,102.0
497,15.074465,120.990823,0.0,69000,0,0.252458303,367.2017159,1.0,12.0,10.0,52.0
498,14.801105,121.07737,0.0,50000,0,1.12423749,58.60411805,1.0,2.0,4.0,11.0
499,14.816977,121.084147,0.0,80000,0,27.74684738,264.2137384,1.0,2.0,5.0,14.0
500,15.063485,120.934798,0.0,12000,0,53.95942281,337.1881146,3.0,6.0,118.0,166.0
501,14.921502,120.759275,0.0,492000,0,25.74083815,501.0752238,0.0,6.0,5.0,33.0
502,14.905098,120.953113,0.0,40000,0,1.339605633,90.89104735,4.0,12.0,14.0,29.0
503,14.905077,120.953088,0.0,492000,0,0.209879748,91.76332843,4.0,12.0,14.0,29.0
504,14.89863,120.952472,0.0,250000,0,1.141664336,423.1037529,3.0,13.0,14.0,31.0
505,14.904485,120.935317,0.0,250000,0,4.780106196,27.44766773,2.0,11.0,9.0,35.0
506,15.065218,120.928162,0.0,99000,0,8.159648123,491.1978486,3.0,13.0,112.0,165.0
507,15.07069,120.971527,0.0,48000,0,2.87264246,230.3570902,1.0,10.0,17.0,153.0
508,15.071607,120.928693,0.0,250000,0,13.13386865,64.36384004,2.0,4.0,109.0,176.0
509,15.0698,120.97102,0.0,16000,0,54.03802619,117.8333458,1.0,10.0,17.0,153.0
510,14.789398,120.932935,0.0,1800,0,5.120523934,29.62445578,0.0,1.0,2.0,14.0
511,15.032537,120.960463,0.0,30000,0,8.930062643,93.03891225,1.0,3.0,16.0,218.0
512,14.862725,121.005253,0.0,250000,0,3.401049484,558.0535389,1.0,8.0,9.0,47.0
513,14.859568,121.005013,0.0,60000,0,14.78339695,369.1088422,1.0,7.0,11.0,46.0
514,15.04066,120.949228,0.0,12000,0,14.40336123,72.64115624,0.0,6.0,50.0,226.0
515,14.965078,120.858755,0.0,3000,0,4.788677218,276.3784298,1.0,7.0,1.0,205.0
516,15.015017,120.916783,0.0,2000,0,72.85935529,450.6147429,0.0,42.0,94.0,154.0
517,14.960868,120.98309,0.0,50000,0,36.74828447,1107.129713,0.0,0.0,14.0,40.0
518,14.985092,120.87066,0.0,23000,0,2.66206178,235.0096881,0.0,4.0,39.0,231.0
519,14.952662,120.730935,0.0,7200,0,2.277583659,446.486908,3.0,11.0,18.0,8.0
520,14.93403,120.760615,0.0,135000,0,20.95992619,231.5088342,1.0,3.0,12.0,29.0
521,14.930302,120.745557,0.0,30000,0,16.58166286,67.88128679,0.0,8.0,10.0,22.0
522,14.963272,120.840408,0.0,10000,0,1.718311982,869.7422962,1.0,5.0,2.0,136.0
523,14.962425,120.833152,0.0,100000,0,0.555690099,600.7816894,1.0,1.0,5.0,112.0
524,14.948032,120.765037,0.0,30000,0,28.03539653,260.9554845,0.0,4.0,10.0,34.0
525,14.934375,120.760988,0.0,18000,0,60.23703084,209.7812691,1.0,3.0,12.0,29.0
526,15.175993,120.782155,0.0,13000,0,4.153278862,929.4732598,4.0,0.0,2.0,26.0
527,15.171018,120.782812,1.0,60000,0,4.247082553,435.8562155,4.0,0.0,1.0,25.0
528,15.181167,120.6869,0.0,36000,0,8.330953434,355.2337813,1.0,1.0,9.0,57.0
529,15.154827,120.715373,0.0,40000,0,5.182147392,325.5359894,1.0,2.0,5.0,29.0
530,15.131512,120.738237,0.0,35000,0,1.069676033,504.1707483,2.0,2.0,3.0,20.0
531,15.149727,120.709212,0.0,108000,0,2.551433284,509.4906183,1.0,2.0,5.0,32.0
532,15.172872,120.78189,0.0,15000,0,7.32394218,598.1802148,4.0,0.0,1.0,26.0
533,15.13068,120.741045,0.0,10000,0,4.302624174,430.5957377,2.0,2.0,3.0,21.0
534,15.181752,120.688655,0.0,8000,0,0.163572249,268.9473591,1.0,1.0,12.0,55.0
535,15.193148,120.811283,0.0,20000,0,11.50712098,620.4158722,0.0,5.0,9.0,7.0
536,15.172032,120.782332,0.0,16000,0,8.240255243,525.4747735,4.0,0.0,1.0,24.0
537,15.13859,120.726815,0.0,60000,0,5.669930322,487.6708868,1.0,5.0,0.0,14.0
538,15.14109,120.726777,0.0,36000,0,1.784781647,335.0250366,1.0,5.0,0.0,15.0
539,15.125512,120.74109,0.0,40000,0,3.813921918,704.2913846,2.0,2.0,3.0,23.0
540,15.171547,120.782528,1.0,18000,0,1.766812403,481.4478391,4.0,0.0,1.0,24.0
541,15.030082,120.647853,1.0,72000,0,2.027094679,478.8991509,3.0,5.0,4.0,33.0
542,15.058792,120.596973,0.0,210000,0,1.989287914,1309.303867,0.0,0.0,12.0,31.0
543,14.99927,120.661285,0.0,5000,1,1.755797,101.5309438,0.0,0.0,20.0,28.0
544,15.04004,120.623367,0.0,45000,0,4.225940104,764.9178221,2.0,6.0,6.0,23.0
545,15.040515,120.622668,0.0,102000,0,5.072835391,829.8510305,2.0,6.0,6.0,23.0
546,15.038388,120.631398,0.0,40000,0,1.118466625,219.7497974,2.0,8.0,4.0,27.0
547,15.039945,120.642548,0.0,15000,0,9.07115247,369.3732927,2.0,7.0,5.0,32.0
548,15.037232,120.653152,0.0,63000,0,4.306619202,823.0602192,4.0,3.0,7.0,30.0
549,15.057583,120.635985,0.0,4000,1,3.99308227,160.4361777,0.0,8.0,6.0,19.0
550,15.037528,120.653637,0.0,60000,0,1.66872089,773.1890322,2.0,5.0,7.0,30.0
551,15.031818,120.646275,0.0,7200,0,1.785712155,327.9049256,4.0,4.0,4.0,33.0
552,15.0321,120.646155,0.0,30000,0,2.198657727,326.8734022,5.0,3.0,4.0,33.0
553,15.04256,120.905645,0.0,3000,1,44.04073535,47.58611997,45.0,106.0,69.0,77.0
554,15.042258,120.862265,0.0,3000,1,4.924584084,73.55575068,24.0,101.0,108.0,54.0
555,15.051253,120.896808,0.0,5000,1,0.258136463,223.7923526,35.0,126.0,78.0,55.0
556,15.09746,120.760242,0.0,7000,0,13.58477015,773.6639791,0.0,0.0,6.0,26.0
557,15.03284,120.906687,0.0,2500,1,37.96649436,950.741189,37.0,84.0,94.0,79.0
558,15.024585,120.876243,0.0,3000,1,1.943219926,779.8923366,15.0,111.0,127.0,29.0
559,15.038127,120.902815,0.0,6000,1,80.57515922,434.274753,50.0,103.0,80.0,61.0
560,15.02717,120.904785,0.0,10000,0,1.313340856,310.5515419,15.0,95.0,104.0,81.0
561,15.026252,120.857892,0.0,3000,1,4.182089754,937.6654676,21.0,85.0,90.0,89.0
562,15.026295,120.858022,0.0,2000,1,10.37572367,935.0148024,21.0,85.0,93.0,86.0
563,15.037678,120.920073,0.0,5000,1,21.69745535,552.8309687,9.0,78.0,88.0,123.0
564,15.114618,120.915998,0.0,48000,0,1.463142288,43.80250041,2.0,5.0,3.0,221.0
565,15.048998,120.898018,0.0,6000,1,0.004157957,2.841593886,40.0,124.0,78.0,52.0
566,15.041263,120.873423,0.0,3000,1,2.073239498,4.281829646,28.0,150.0,73.0,35.0
567,15.025578,120.876747,0.0,2000,1,0.622620222,707.5172842,17.0,115.0,122.0,28.0
