,Latitude,Longitude,Infected,Population,Species,Road,River,1km,3km,5km,10km
122,15.535258,120.93665,0.0,105000,0,213.302122,371.5028924,0.0,2.0,6.0,7.0
123,15.765877,121.004397,0.0,76000,0,0.890243585,315.4692931,0.0,1.0,1.0,17.0
124,15.34168,120.834242,0.0,55000,0,10.7462632,2064.103067,1.0,0.0,2.0,17.0
125,15.339048,120.840618,0.0,90000,0,3.395860794,1614.688584,1.0,0.0,2.0,19.0
126,15.578648,120.833392,0.0,57000,0,59.49127789,417.2758005,0.0,2.0,2.0,10.0
127,15.689592,120.701517,0.0,40000,0,18.07049539,142.0785656,0.0,0.0,0.0,8.0
128,15.424188,121.06547,0.0,12000,0,1.25808364,157.8400458,1.0,5.0,12.0,48.0
129,15.353565,120.887237,0.0,28000,0,21.92450804,780.2802172,0.0,1.0,5.0,26.0
130,15.315073,120.90122,0.0,28000,0,106.0015151,166.5174988,0.0,2.0,11.0,24.0
131,15.764762,121.065027,0.0,80000,0,70.16043173,1640.900419,0.0,5.0,2.0,5.0
132,15.25017,120.850585,0.0,74000,0,5.25594871,417.3665798,0.0,3.0,10.0,18.0
133,15.305807,121.039018,0.0,11000,0,1.627370217,571.5245259,1.0,5.0,14.0,41.0
134,15.307715,121.040297,0.0,42000,0,1.455475619,534.0319295,2.0,3.0,15.0,42.0
135,15.307927,121.04864,0.0,18000,0,858.4982084,208.6416119,2.0,4.0,9.0,44.0
136,15.50357,121.052778,0.0,38000,0,5.205570472,721.9179509,5.0,5.0,6.0,19.0
137,15.359895,121.05593,0.0,25000,0,6.163947688,76.18494749,0.0,10.0,18.0,45.0
138,15.320717,120.864335,0.0,120000,0,7.365404535,1598.205745,0.0,0.0,11.0,16.0
139,15.37627,121.015482,0.0,44000,0,34.68511566,304.6698072,3.0,18.0,18.0,38.0
140,15.783608,121.052183,0.0,105000,0,111.0379196,840.9856835,2.0,2.0,1.0,8.0
141,15.392545,120.943117,0.0,76000,0,12.51638794,317.3191304,0.0,1.0,10.0,34.0
142,15.546675,120.777933,0.0,40000,0,0.439208441,929.2317656,4.0,1.0,3.0,3.0
143,15.483443,121.010308,0.0,18000,0,2.536948508,190.301272,1.0,3.0,8.0,26.0
144,15.61845,120.92536,0.0,14000,0,3.219573967,434.1366311,0.0,0.0,3.0,17.0
145,15.422577,120.772532,0.0,280000,0,6.293506684,335.8537649,0.0,3.0,1.0,13.0
146,15.430128,120.79656,0.0,109461,0,6.806285548,166.333757,0.0,2.0,1.0,11.0
147,15.399213,121.041867,0.0,38000,0,7.843067708,314.3228165,0.0,18.0,25.0,26.0
148,15.21078,120.808528,0.0,140000,0,8.944558821,1039.75563,3.0,2.0,5.0,16.0
149,15.286103,121.01549,0.0,40000,0,18.56107034,363.2418758,0.0,7.0,13.0,26.0
150,15.534708,121.096425,0.0,76000,0,1.790968486,92.31686843,2.0,2.0,3.0,22.0
151,15.539653,120.783118,0.0,92000,0,59.36007783,782.0820054,3.0,2.0,3.0,4.0
152,15.804493,120.795243,0.0,36000,0,1.674598636,1220.324825,0.0,0.0,1.0,11.0
153,15.462167,121.018732,0.0,12000,0,3.550476069,525.8873123,2.0,1.0,8.0,46.0
154,15.21994,120.835423,0.0,20000,0,1.853045609,194.3457248,3.0,4.0,4.0,21.0
155,15.408857,121.080698,0.0,38000,0,13.1991844,222.7794861,0.0,7.0,8.0,41.0
156,15.291655,121.0264,0.0,76000,0,4.812202925,370.0060143,0.0,10.0,11.0,28.0
157,15.888773,120.909732,0.0,105000,0,1.604947338,990.2330428,0.0,4.0,1.0,2.0
158,15.378918,121.023343,0.0,76000,0,24.14601637,618.7030997,6.0,22.0,11.0,39.0
159,15.366967,120.963462,0.0,40000,0,20.90810704,279.9352434,3.0,5.0,8.0,44.0
160,15.522503,120.96922,0.0,30000,0,2.914494014,234.0502374,0.0,2.0,3.0,18.0
161,15.340188,121.005577,0.0,90000,0,6.060135664,748.9967379,1.0,4.0,21.0,52.0
162,15.379377,120.982112,0.0,57000,0,26.61422734,258.0862257,3.0,7.0,18.0,39.0
163,15.837817,121.034777,0.0,40000,0,114.7834869,8.577643111,0.0,0.0,0.0,8.0
164,15.32478,121.0177,0.0,12000,0,12.36969582,1132.415131,1.0,5.0,16.0,49.0
165,15.72229,120.893617,0.0,5000,0,1.930663181,526.3029381,1.0,5.0,4.0,16.0
166,15.388745,121.011585,0.0,120000,0,47.82796769,476.7244286,5.0,17.0,14.0,41.0
167,15.560507,120.809225,0.0,16000,0,67.91388604,648.9911862,1.0,1.0,8.0,1.0
168,15.715862,120.881677,0.0,14000,0,5.1983292,423.0194019,0.0,6.0,3.0,16.0
169,15.437002,120.849093,0.0,280000,0,11.71869543,231.0458476,1.0,3.0,3.0,6.0
170,15.378667,121.023487,0.0,109461,0,16.50310282,586.9565364,6.0,21.0,12.0,39.0
171,15.364002,121.020667,0.0,38000,0,0.220942626,605.6564316,1.0,18.0,19.0,40.0
172,15.817027,120.7075,0.0,140000,0,5.322342574,810.6263083,1.0,4.0,2.0,7.0
173,15.394072,121.018735,0.0,80000,0,0.16851683,118.886915,4.0,18.0,16.0,37.0
174,15.369787,121.048715,0.0,140000,0,5.260715575,107.3070901,1.0,15.0,19.0,35.0
175,15.572253,120.91294,0.0,37000,0,4.391669888,633.3471158,1.0,0.0,4.0,9.0
176,15.284592,120.908152,0.0,75000,0,3.453825918,1239.624213,1.0,2.0,12.0,17.0
177,15.506838,121.012383,0.0,6000,0,5.962915171,320.9719885,0.0,2.0,11.0,19.0
178,15.463457,120.835422,0.0,81000,0,2.432630989,676.5331589,0.0,1.0,6.0,6.0
179,15.851868,120.923182,0.0,74000,0,2.223439831,141.515337,0.0,2.0,1.0,7.0
180,15.426542,120.85212,0.0,40000,0,3.729117923,1265.353052,3.0,1.0,2.0,10.0
181,15.466393,121.058077,0.0,12000,0,43.22058827,429.9316703,2.0,1.0,14.0,36.0
182,15.744515,120.861908,0.0,5000,0,1.257442825,533.7791555,0.0,4.0,3.0,19.0
183,15.705657,120.9387,0.0,120000,0,2.124314358,279.4767478,3.0,5.0,3.0,16.0
184,15.420847,121.044745,0.0,16000,0,54.69046799,269.643241,0.0,9.0,16.0,44.0
185,15.28416,120.878563,0.0,90000,0,1.841641938,271.2658698,1.0,7.0,8.0,14.0
186,15.483972,120.897472,0.0,57000,0,23.16869283,206.0032701,0.0,0.0,2.0,14.0
187,15.788003,120.879238,0.0,40000,0,24.66323837,210.5206867,0.0,2.0,0.0,17.0
188,15.384475,121.035012,0.0,12000,0,7.557267076,421.8125644,3.0,21.0,15.0,35.0
189,15.386385,121.026697,0.0,90000,0,3.550845384,386.8851969,7.0,21.0,12.0,35.0
190,15.503913,121.044692,0.0,57000,0,1.2224477,906.1033714,4.0,6.0,7.0,18.0
191,15.262255,120.912898,0.0,40000,0,7.672569622,115.7312936,0.0,3.0,8.0,18.0
192,15.609142,121.120575,0.0,12000,0,3.263253134,400.274672,4.0,0.0,0.0,10.0
193,15.591262,121.075708,0.0,5000,0,1.936220954,401.4672727,0.0,1.0,1.0,14.0
194,15.655323,121.185077,0.0,120000,0,9.678548622,626.8096077,0.0,1.0,1.0,6.0
195,15.474538,121.09195,0.0,16000,0,25.41336063,465.7896138,0.0,0.0,8.0,30.0
196,15.354833,121.035135,0.0,40000,0,18.71900475,63.41689687,1.0,11.0,25.0,41.0
197,15.333107,121.05423,0.0,12000,0,10.11588257,447.8197945,0.0,4.0,11.0,58.0
198,15.825748,120.972362,0.0,5000,0,7.736698989,817.5314838,0.0,0.0,0.0,12.0
199,15.578745,120.94396,0.0,120000,0,6.14791509,198.3058086,0.0,2.0,4.0,6.0
200,15.605543,121.057578,0.0,16000,0,7.866794158,178.3849846,0.0,1.0,0.0,10.0
201,15.264402,120.883848,0.0,80000,0,17.19922045,191.9938903,2.0,5.0,9.0,15.0
202,15.267228,120.87923,0.0,20000,0,47.49819557,54.10260356,3.0,4.0,8.0,18.0
203,15.36699,121.009437,0.0,5000,0,92.19432397,101.4062408,2.0,14.0,26.0,33.0
204,15.372848,121.067385,0.0,40000,0,51.66590039,484.2101866,1.0,7.0,16.0,38.0
205,15.214037,120.811048,0.0,76000,0,7.475909644,918.4423359,3.0,4.0,2.0,19.0
206,15.213152,120.81266,0.0,92000,0,1.692946192,947.8780721,3.0,5.0,1.0,17.0
207,15.705647,120.938802,0.0,36000,0,12.92677776,290.3804841,3.0,5.0,3.0,16.0
208,15.700803,120.940022,0.0,12000,0,4.371453298,174.2452847,2.0,5.0,3.0,17.0
209,15.399962,121.054322,0.0,20000,0,7.104113615,556.8793434,0.0,12.0,23.0,30.0
210,15.55902,120.768143,0.0,38000,0,17.16949491,613.2200623,0.0,5.0,2.0,5.0
211,15.723008,120.87225,0.0,76000,0,48.33659295,57.89719602,0.0,5.0,4.0,16.0
212,15.653213,121.030538,0.0,105000,0,60.11233438,521.1781345,0.0,0.0,0.0,7.0
213,15.564742,120.814912,0.0,76000,0,3.757907345,882.5014435,1.0,3.0,5.0,1.0
214,15.350725,120.921643,0.0,40000,0,24.0071981,469.6076671,0.0,3.0,5.0,34.0
215,15.374278,120.942132,0.0,18000,0,2.10021226,6.181970524,0.0,6.0,6.0,38.0
216,15.344648,120.901337,1.0,13000,0,39.92849944,646.3616598,0.0,2.0,6.0,26.0
217,15.496628,121.065198,0.0,37000,0,17.50770963,1372.957445,1.0,9.0,8.0,16.0
218,15.381912,121.005427,0.0,288000,0,5.326371449,17.07415195,2.0,19.0,19.0,36.0
219,15.266555,121.022928,0.0,80000,0,2.571035317,525.8095232,0.0,9.0,5.0,27.0
220,15.336432,121.004847,0.0,70000,0,24.78132653,1023.731014,1.0,4.0,16.0,56.0
221,15.597697,120.945983,0.0,19000,0,11.59149697,1755.126109,0.0,2.0,2.0,9.0
222,15.532253,121.090168,0.0,216000,0,7.533882759,356.4846584,2.0,2.0,5.0,20.0
223,15.377775,121.024843,0.0,4500,0,67.46636852,431.9185711,5.0,23.0,12.0,37.0
224,15.215493,120.840103,1.0,38000,0,1.467970108,4.081089784,3.0,4.0,4.0,20.0
225,15.214125,120.841305,1.0,10000,0,56.49857189,62.84975002,3.0,1.0,7.0,20.0
226,15.258837,120.86061,1.0,45000,0,11.44881981,84.68864317,0.0,7.0,5.0,20.0
227,15.395153,121.030522,0.0,76000,0,5.289154953,349.1488809,0.0,20.0,22.0,32.0
228,15.757012,120.966497,0.0,56000,0,41.63268748,48.27967754,0.0,0.0,5.0,19.0
229,15.564153,120.91059,0.0,38000,0,6.680348627,729.1687233,1.0,0.0,5.0,8.0
230,15.79524,120.85721,0.0,240000,0,3.29524413,929.5399223,0.0,1.0,2.0,11.0
231,15.786475,121.055233,0.0,25000,0,20.16914049,717.6383624,2.0,1.0,2.0,7.0
232,15.268992,121.045812,0.0,18000,0,6.440077064,535.2769028,1.0,5.0,9.0,26.0
233,15.477848,120.846168,0.0,40000,0,0.297746225,101.9798328,0.0,1.0,2.0,13.0
234,15.504265,121.04629,0.0,8000,0,41.39364801,773.7025303,5.0,5.0,8.0,17.0
235,15.273252,120.877653,0.0,90000,0,66.53375453,233.5947837,2.0,8.0,5.0,19.0
236,15.502612,121.048638,0.0,57000,0,3.470316383,842.1349921,5.0,5.0,7.0,18.0
237,15.36609,120.968945,0.0,40000,0,24.60969928,604.7163316,3.0,4.0,9.0,47.0
238,15.510905,121.09241,0.0,12000,0,6.722754724,97.38986039,0.0,4.0,11.0,13.0
239,15.817415,120.67829,0.0,5000,0,6.231834644,1341.044214,0.0,5.0,4.0,8.0
240,15.826515,120.68126,0.0,120000,0,1.605327784,411.2261087,0.0,6.0,2.0,8.0
241,15.774768,120.926972,0.0,16000,0,0.413598218,58.82087831,0.0,0.0,2.0,26.0
242,15.656203,120.867113,0.0,12000,0,4.656958989,1641.018815,1.0,0.0,1.0,19.0
243,15.426583,120.854587,0.0,40000,0,27.47510823,1215.083611,3.0,1.0,2.0,10.0
244,15.784342,120.702683,0.0,12000,0,16.56853083,75.78708388,0.0,0.0,6.0,7.0
245,15.36567,121.01713,0.0,5000,0,26.10312656,479.4035497,3.0,16.0,19.0,39.0
246,15.265565,120.875013,0.0,50000,0,7.79991807,525.5761968,3.0,4.0,8.0,18.0
247,15.54722,120.777947,0.0,38000,0,3.061484439,896.5009284,4.0,1.0,3.0,3.0
248,15.740328,120.930787,0.0,76000,0,44.98376217,966.9758667,0.0,1.0,10.0,15.0
249,15.72823,120.946697,0.0,45000,0,0.187683604,459.5089679,0.0,4.0,6.0,15.0
250,15.524645,120.912988,0.0,152000,0,17.73399532,638.8073411,0.0,2.0,2.0,10.0
251,15.899757,120.922448,0.0,40000,0,0.5471902,513.8159731,1.0,2.0,1.0,3.0
252,15.275717,121.024162,0.0,12000,0,19.49739397,814.6376718,1.0,8.0,9.0,26.0
253,15.27527,121.027098,0.0,5000,0,22.79203812,959.4738971,1.0,8.0,7.0,27.0
254,15.431357,121.050007,0.0,4500,0,2.378676136,92.15161442,0.0,5.0,15.0,52.0
255,15.707208,120.918402,0.0,38000,0,3.942952386,103.0850017,0.0,9.0,5.0,14.0
256,15.287347,120.928092,0.0,10000,0,5.295098785,815.9985506,0.0,3.0,2.0,33.0
257,15.74484,120.851223,0.0,45000,0,3.019940053,1355.970112,0.0,3.0,2.0,16.0
258,15.462687,121.018717,0.0,38000,0,5.399395333,482.3657975,2.0,2.0,7.0,45.0
259,15.820148,120.757555,0.0,76000,0,1.346928215,608.5312714,0.0,0.0,2.0,10.0
260,15.545978,120.81113,0.0,56000,0,11.6987343,635.1475176,0.0,2.0,8.0,2.0
261,15.73689,120.877743,0.0,76000,0,1.516988172,176.1282786,0.0,6.0,3.0,17.0
262,14.71283,120.511777,0.0,35000,0,35.46984127,190.2142606,3.0,14.0,9.0,28.0
263,14.88013,120.481642,0.0,35000,0,0.023696038,728.5383384,0.0,3.0,13.0,15.0
264,14.689712,120.498668,0.0,75000,0,1.573045497,175.7800753,3.0,15.0,9.0,23.0
265,14.902953,120.46492,0.0,150000,0,0.496651538,257.0140533,5.0,3.0,3.0,11.0
266,14.900048,120.461495,0.0,72000,0,25.28389585,140.7060946,2.0,6.0,3.0,10.0
267,14.797378,120.485503,0.0,31000,0,55.6181429,353.2740565,2.0,10.0,9.0,28.0
268,14.606472,120.55275,0.0,35000,0,8.23109606,403.1377702,1.0,4.0,3.0,10.0
269,14.784268,120.470157,0.0,136000,0,9.590053531,792.2632974,1.0,9.0,15.0,26.0
270,14.771253,120.440285,0.0,29000,0,0.219182302,517.8262733,0.0,3.0,5.0,37.0
271,14.776205,120.471127,0.0,87000,0,7.554590972,442.5085569,1.0,7.0,18.0,24.0
272,14.62248,120.531395,0.0,60000,0,61.22477159,440.4299712,1.0,4.0,5.0,20.0
273,14.759265,120.495477,0.0,1300,0,131.324515,280.3789238,2.0,10.0,11.0,32.0
274,14.740305,120.50113,0.0,28000,0,26.13593322,83.54586518,0.0,13.0,15.0,30.0
275,14.75575,120.507325,0.0,35000,0,276.3183174,72.62318181,2.0,9.0,11.0,33.0
276,14.740672,120.520953,0.0,35000,0,5.404672587,522.279267,0.0,7.0,20.0,30.0
277,14.749382,120.489985,0.0,28000,0,24.39151839,250.6822949,0.0,9.0,21.0,27.0
278,14.753063,120.499643,0.0,35000,0,42.76477792,277.0622684,3.0,11.0,14.0,27.0
279,14.75781,120.45804,0.0,12000,0,20.50108398,671.4112556,0.0,5.0,10.0,39.0
280,14.70714,120.503752,0.0,35000,0,1.671127103,97.19364263,6.0,13.0,8.0,28.0
281,14.709138,120.49085,0.0,38000,0,7.632155766,1.415111095,2.0,17.0,8.0,29.0
282,14.70915,120.49083,0.0,35000,0,7.560145175,1.339644283,2.0,17.0,8.0,29.0
