Farm_Id,Latitude,Longitude,Infected,Population,Species,Road,River,1km,3km,5km,10km
142,15.392545,120.943117,,76000,0,12.51638794,317.3191304,,,,
143,15.546675,120.777933,,40000,0,0.439208441,929.2317656,,,,
144,15.483443,121.010308,,18000,0,2.536948508,190.301272,,,,
145,15.61845,120.92536,,14000,0,3.219573967,434.1366311,,,,
146,15.422577,120.772532,,280000,0,6.293506684,335.8537649,,,,
147,15.430128,120.79656,,109461,0,6.806285548,166.333757,,,,
148,15.399213,121.041867,,38000,0,7.843067708,314.3228165,,,,
149,15.21078,120.808528,,140000,0,8.944558821,1039.75563,,,,
150,15.286103,121.01549,,40000,0,18.56107034,363.2418758,,,,
151,15.534708,121.096425,,76000,0,1.790968486,92.31686843,,,,
152,15.539653,120.783118,,92000,0,59.36007783,782.0820054,,,,
153,15.804493,120.795243,,36000,0,1.674598636,1220.324825,,,,
154,15.462167,121.018732,,12000,0,3.550476069,525.8873123,,,,
155,15.21994,120.835423,,20000,0,1.853045609,194.3457248,,,,
156,15.408857,121.080698,,38000,0,13.1991844,222.7794861,,,,
157,15.291655,121.0264,,76000,0,4.812202925,370.0060143,,,,
158,15.888773,120.909732,,105000,0,1.604947338,990.2330428,,,,
159,15.378918,121.023343,,76000,0,24.14601637,618.7030997,,,,
160,15.366967,120.963462,,40000,0,20.90810704,279.9352434,,,,
161,15.522503,120.96922,,30000,0,2.914494014,234.0502374,,,,
162,15.340188,121.005577,,90000,0,6.060135664,748.9967379,,,,
163,15.379377,120.982112,,57000,0,26.61422734,258.0862257,,,,
164,15.837817,121.034777,,40000,0,114.7834869,8.577643111,,,,
165,15.32478,121.0177,,12000,0,12.36969582,1132.415131,,,,
166,15.72229,120.893617,,5000,0,1.930663181,526.3029381,,,,
167,15.388745,121.011585,,120000,0,47.82796769,476.7244286,,,,
168,15.560507,120.809225,,16000,0,67.91388604,648.9911862,,,,
169,15.715862,120.881677,,14000,0,5.1983292,423.0194019,,,,
170,15.437002,120.849093,,280000,0,11.71869543,231.0458476,,,,
171,15.378667,121.023487,,109461,0,16.50310282,586.9565364,,,,
172,15.364002,121.020667,,38000,0,0.220942626,605.6564316,,,,
173,15.817027,120.7075,,140000,0,5.322342574,810.6263083,,,,
174,15.394072,121.018735,,80000,0,0.16851683,118.886915,,,,
175,15.369787,121.048715,,140000,0,5.260715575,107.3070901,,,,
176,15.572253,120.91294,,37000,0,4.391669888,633.3471158,,,,
177,15.284592,120.908152,,75000,0,3.453825918,1239.624213,,,,
178,15.506838,121.012383,,6000,0,5.962915171,320.9719885,,,,
179,15.463457,120.835422,,81000,0,2.432630989,676.5331589,,,,
180,15.851868,120.923182,,74000,0,2.223439831,141.515337,,,,
181,15.426542,120.85212,,40000,0,3.729117923,1265.353052,,,,
182,15.466393,121.058077,,12000,0,43.22058827,429.9316703,,,,
183,15.744515,120.861908,,5000,0,1.257442825,533.7791555,,,,
184,15.705657,120.9387,,120000,0,2.124314358,279.4767478,,,,
185,15.420847,121.044745,,16000,0,54.69046799,269.643241,,,,
186,15.28416,120.878563,,90000,0,1.841641938,271.2658698,,,,
187,15.483972,120.897472,,57000,0,23.16869283,206.0032701,,,,
188,15.788003,120.879238,,40000,0,24.66323837,210.5206867,,,,
189,15.384475,121.035012,,12000,0,7.557267076,421.8125644,,,,
190,15.386385,121.026697,,90000,0,3.550845384,386.8851969,,,,
191,15.503913,121.044692,,57000,0,1.2224477,906.1033714,,,,
192,15.262255,120.912898,,40000,0,7.672569622,115.7312936,,,,
193,15.609142,121.120575,,12000,0,3.263253134,400.274672,,,,
194,15.591262,121.075708,,5000,0,1.936220954,401.4672727,,,,
195,15.655323,121.185077,,120000,0,9.678548622,626.8096077,,,,
196,15.474538,121.09195,,16000,0,25.41336063,465.7896138,,,,
197,15.354833,121.035135,,40000,0,18.71900475,63.41689687,,,,
198,15.333107,121.05423,,12000,0,10.11588257,447.8197945,,,,
199,15.825748,120.972362,,5000,0,7.736698989,817.5314838,,,,
200,15.578745,120.94396,,120000,0,6.14791509,198.3058086,,,,
201,15.605543,121.057578,,16000,0,7.866794158,178.3849846,,,,
202,15.264402,120.883848,,80000,0,17.19922045,191.9938903,,,,
203,15.267228,120.87923,,20000,0,47.49819557,54.10260356,,,,
204,15.36699,121.009437,,5000,0,92.19432397,101.4062408,,,,
205,15.372848,121.067385,,40000,0,51.66590039,484.2101866,,,,
206,15.214037,120.811048,,76000,0,7.475909644,918.4423359,,,,
207,15.213152,120.81266,,92000,0,1.692946192,947.8780721,,,,
208,15.705647,120.938802,,36000,0,12.92677776,290.3804841,,,,
209,15.700803,120.940022,,12000,0,4.371453298,174.2452847,,,,
210,15.399962,121.054322,,20000,0,7.104113615,556.8793434,,,,
211,15.55902,120.768143,,38000,0,17.16949491,613.2200623,,,,
212,15.723008,120.87225,,76000,0,48.33659295,57.89719602,,,,
213,15.653213,121.030538,,105000,0,60.11233438,521.1781345,,,,
214,15.564742,120.814912,,76000,0,3.757907345,882.5014435,,,,
215,15.350725,120.921643,,40000,0,24.0071981,469.6076671,,,,
216,15.374278,120.942132,,18000,0,2.10021226,6.181970524,,,,
217,15.344648,120.901337,,13000,0,39.92849944,646.3616598,,,,
218,15.496628,121.065198,,37000,0,17.50770963,1372.957445,,,,
219,15.381912,121.005427,,288000,0,5.326371449,17.07415195,,,,
220,15.266555,121.022928,,80000,0,2.571035317,525.8095232,,,,
221,15.336432,121.004847,,70000,0,24.78132653,1023.731014,,,,
222,15.597697,120.945983,,19000,0,11.59149697,1755.126109,,,,
223,15.532253,121.090168,,216000,0,7.533882759,356.4846584,,,,
224,15.377775,121.024843,,4500,0,67.46636852,431.9185711,,,,
225,15.215493,120.840103,,38000,0,1.467970108,4.081089784,,,,
226,15.214125,120.841305,,10000,0,56.49857189,62.84975002,,,,
227,15.258837,120.86061,,45000,0,11.44881981,84.68864317,,,,
228,15.395153,121.030522,,76000,0,5.289154953,349.1488809,,,,
229,15.757012,120.966497,,56000,0,41.63268748,48.27967754,,,,
230,15.564153,120.91059,,38000,0,6.680348627,729.1687233,,,,
231,15.79524,120.85721,,240000,0,3.29524413,929.5399223,,,,
232,15.786475,121.055233,,25000,0,20.16914049,717.6383624,,,,
233,15.268992,121.045812,,18000,0,6.440077064,535.2769028,,,,
234,15.477848,120.846168,,40000,0,0.297746225,101.9798328,,,,
235,15.504265,121.04629,,8000,0,41.39364801,773.7025303,,,,
236,15.273252,120.877653,,90000,0,66.53375453,233.5947837,,,,
237,15.502612,121.048638,,57000,0,3.470316383,842.1349921,,,,
238,15.36609,120.968945,,40000,0,24.60969928,604.7163316,,,,
239,15.510905,121.09241,,12000,0,6.722754724,97.38986039,,,,
240,15.817415,120.67829,,5000,0,6.231834644,1341.044214,,,,
241,15.826515,120.68126,,120000,0,1.605327784,411.2261087,,,,
242,15.774768,120.926972,,16000,0,0.413598218,58.82087831,,,,
243,15.656203,120.867113,,12000,0,4.656958989,1641.018815,,,,
244,15.426583,120.854587,,40000,0,27.47510823,1215.083611,,,,
245,15.784342,120.702683,,12000,0,16.56853083,75.78708388,,,,
246,15.36567,121.01713,,5000,0,26.10312656,479.4035497,,,,
247,15.265565,120.875013,,50000,0,7.79991807,525.5761968,,,,
248,15.54722,120.777947,,38000,0,3.061484439,896.5009284,,,,
249,15.740328,120.930787,,76000,0,44.98376217,966.9758667,,,,
250,15.72823,120.946697,,45000,0,0.187683604,459.5089679,,,,
251,15.524645,120.912988,,152000,0,17.73399532,638.8073411,,,,
252,15.899757,120.922448,,40000,0,0.5471902,513.8159731,,,,
253,15.275717,121.024162,,12000,0,19.49739397,814.6376718,,,,
254,15.27527,121.027098,,5000,0,22.79203812,959.4738971,,,,
255,15.431357,121.050007,,4500,0,2.378676136,92.15161442,,,,
256,15.707208,120.918402,,38000,0,3.942952386,103.0850017,,,,
257,15.287347,120.928092,,10000,0,5.295098785,815.9985506,,,,
258,15.74484,120.851223,,45000,0,3.019940053,1355.970112,,,,
259,15.462687,121.018717,,38000,0,5.399395333,482.3657975,,,,
260,15.820148,120.757555,,76000,0,1.346928215,608.5312714,,,,
261,15.545978,120.81113,,56000,0,11.6987343,635.1475176,,,,
262,15.73689,120.877743,,76000,0,1.516988172,176.1282786,,,,
263,14.71283,120.511777,,35000,0,35.46984127,190.2142606,,,,
264,14.88013,120.481642,,35000,0,0.023696038,728.5383384,,,,
265,14.689712,120.498668,,75000,0,1.573045497,175.7800753,,,,
266,14.902953,120.46492,,150000,0,0.496651538,257.0140533,,,,
267,14.900048,120.461495,,72000,0,25.28389585,140.7060946,,,,
268,14.797378,120.485503,,31000,0,55.6181429,353.2740565,,,,
269,14.606472,120.55275,,35000,0,8.23109606,403.1377702,,,,
270,14.784268,120.470157,,136000,0,9.590053531,792.2632974,,,,
271,14.771253,120.440285,,29000,0,0.219182302,517.8262733,,,,
272,14.776205,120.471127,,87000,0,7.554590972,442.5085569,,,,
273,14.62248,120.531395,,60000,0,61.22477159,440.4299712,,,,
274,14.759265,120.495477,,1300,0,131.324515,280.3789238,,,,
275,14.740305,120.50113,,28000,0,26.13593322,83.54586518,,,,
276,14.75575,120.507325,,35000,0,276.3183174,72.62318181,,,,
277,14.740672,120.520953,,35000,0,5.404672587,522.279267,,,,
278,14.749382,120.489985,,28000,0,24.39151839,250.6822949,,,,
279,14.753063,120.499643,,35000,0,42.76477792,277.0622684,,,,
280,14.75781,120.45804,,12000,0,20.50108398,671.4112556,,,,
281,14.70714,120.503752,,35000,0,1.671127103,97.19364263,,,,
282,14.709138,120.49085,,38000,0,7.632155766,1.415111095,,,,
283,14.70915,120.49083,,35000,0,7.560145175,1.339644283,,,,
284,14.708115,120.496018,,35000,0,8.066236749,178.7704909,,,,
285,14.707663,120.502248,,35000,0,6.2223824,83.37232093,,,,
286,14.76038,120.517773,,38000,0,8.811403953,415.7102904,,,,
287,14.775982,120.510837,,75000,0,5.417801644,160.7007258,,,,
288,14.775417,120.509407,,130000,0,3.626421987,112.1529728,,,,
289,14.75925,120.49551,,1100,0,133.1886481,277.1384115,,,,
290,14.81378,120.510332,,11000,0,7.301053031,528.800419,,,,
291,14.795435,120.485033,,10000,0,1.525324469,419.6493812,,,,
292,14.807052,120.502178,,8000,0,2.549624065,400.2937778,,,,
293,14.813197,120.509402,,10000,0,3.83128896,534.4115674,,,,
294,14.805707,120.49938,,9000,0,24.74695884,638.1586405,,,,
295,14.686185,120.493458,,40000,0,3.642573925,500.8266474,,,,
296,14.873428,120.488068,,80000,1,2.270718938,753.1219513,,,,
297,14.916978,120.45571,,15000,0,21.90421754,223.7210022,,,,
298,14.641702,120.478945,,43000,0,12.45772624,445.4101504,,,,
299,14.799943,120.462438,,138000,0,0.801692234,1044.081359,,,,
300,14.703693,120.504513,,36000,0,48.26034655,272.9929209,,,,
301,14.786113,120.497097,,100000,0,0.36888605,30.28938386,,,,
302,14.811387,120.470292,,40000,0,14.7028763,1310.453277,,,,
303,14.89252,120.476135,,20000,0,1.021049313,231.9670962,,,,
304,14.802133,120.460282,,20000,0,2.020893588,713.0933619,,,,
305,14.909383,120.461768,,38000,0,3.77241592,227.881769,,,,
306,14.909385,120.46208,,24000,0,35.81695985,197.2339429,,,,
307,14.614787,120.527945,,20000,0,94.63028202,341.0641626,,,,
308,14.68774,120.489663,,130000,0,9.913845817,679.1043596,,,,
309,14.650388,120.487783,,58000,0,15.18262943,521.7088483,,,,
310,14.761227,120.510482,,216000,0,12.66486,113.3151451,,,,
311,14.463108,120.582862,,40000,0,29.91494488,237.2281123,,,,
312,14.658453,120.464355,,28000,0,2.932297056,864.1843826,,,,
313,14.793443,120.464805,,38500,0,3.406225738,719.9988534,,,,
314,14.671692,120.490433,,38000,0,81.7984771,838.5356153,,,,
315,14.60461,120.547445,,20000,0,8.777997047,510.6419049,,,,
316,14.743373,120.47836,,66000,0,0.410168233,170.2562848,,,,
317,14.867968,120.487943,,66000,0,1.90700107,788.2116636,,,,
318,14.725913,120.507383,,36000,0,3.334840709,634.1162148,,,,
319,14.689982,120.500367,,115000,0,4.653222527,151.6835306,,,,
320,14.915272,120.467773,,90000,0,0.209146024,137.1435493,,,,
321,14.600545,120.545532,,40000,0,16.09694923,235.1962394,,,,
322,14.665022,120.522543,,15000,0,105.420322,437.8336653,,,,
323,14.70058,120.494665,,40000,0,6.787191558,398.8993202,,,,
324,14.646533,120.503582,,20000,0,28.44214381,72.41020594,,,,
325,14.675338,120.493127,,9500,0,0.394685335,590.6198988,,,,
326,14.728123,120.49559,,25000,0,217.0196977,309.9543882,,,,
327,14.66209,120.499817,,125000,0,12.10438968,661.0154857,,,,
328,14.858012,120.502197,,65000,0,13.63477146,511.2954958,,,,
329,14.707172,120.503713,,61000,0,2.431018911,102.5600982,,,,
330,14.91029,120.467893,,25000,0,90.85293014,310.8498936,,,,
331,14.90696,120.465015,,45000,0,0.337530514,170.8768981,,,,
332,14.570713,120.561137,,80000,0,4.538780663,279.5761596,,,,
333,14.773365,120.500295,,35000,0,20.34928981,272.4027427,,,,
334,14.803857,120.473892,,75000,0,28.0617423,780.9194068,,,,
335,14.631467,120.499547,,90000,0,0.840476655,140.02232,,,,
336,14.673387,120.477327,,62000,0,3.621062772,729.0230905,,,,
337,14.757338,120.44005,,190000,0,6.78722607,219.8299786,,,,
338,14.582173,120.56395,,18000,0,33.50267874,249.365892,,,,
339,14.632097,120.49956,,18000,0,1.191252798,209.6306438,,,,
340,14.720282,120.48601,,20000,0,1.806300597,434.988959,,,,
341,14.704888,120.508952,,115000,0,147.544216,40.64157835,,,,
342,14.63301,120.531488,,18000,0,26.7030134,151.9380092,,,,
343,14.562208,120.561448,,36000,0,38.64273413,522.2955325,,,,
344,14.61619,120.438168,,440000,0,3.736408569,468.7803255,,,,
345,14.855785,120.42047,,65000,0,4.04850202,135.3881697,,,,
346,14.826123,120.456765,,72000,0,47.62743612,401.9313477,,,,
347,14.728025,120.507685,,35000,0,234.1868677,404.2696427,,,,
348,14.793955,120.480603,,14000,0,0.478227422,347.3318177,,,,
349,14.749665,120.447195,,1300,0,44.33584114,116.0091258,,,,
350,14.713173,120.51172,,20000,0,66.6510876,228.3075338,,,,
351,14.713137,120.5094,,40000,0,10.57329796,224.5334238,,,,
352,14.653078,120.517978,,13500,0,10.06501605,556.712359,,,,
353,14.820897,121.040892,,6000,0,29.21637699,97.32746734,,,,
354,15.102372,120.995778,,69000,0,6.037205485,360.8502726,,,,
355,14.86048,121.03661,,15000,0,31.34066427,333.8971313,,,,
356,15.066332,120.909982,,69000,0,2.802241831,567.3696483,,,,
357,14.996342,120.980175,,2000,0,19.67952213,934.8216903,,,,
358,14.813678,120.987162,,250000,0,4.606580895,475.8349615,,,,
359,14.89356,121.047752,,300000,0,8.164539053,200.3413836,,,,
360,15.080273,120.969168,,99000,0,9.510028416,1188.794475,,,,
361,14.979453,121.062303,,45000,0,3.848641481,868.7960234,,,,
362,14.821493,121.081463,,60000,0,1.320433933,105.4071008,,,,
363,15.199367,121.008098,,47000,0,4.288945223,150.8579419,,,,
364,14.833858,121.057767,,20000,0,7.170508535,266.781628,,,,
365,14.78463,120.9476,,60000,0,32.96937474,199.6112212,,,,
366,14.934178,120.965862,,100000,0,3.409103501,61.0780445,,,,
367,14.923438,120.961433,,20000,0,76.93439355,94.50079884,,,,
368,14.926585,120.970063,,84000,0,1.133715807,372.5006785,,,,
369,14.954432,120.866187,,10000,0,50.61444347,278.192809,,,,
370,14.966442,120.944477,,46000,0,1.725942266,432.2567121,,,,
371,15.065735,120.929033,,16000,0,2.413896974,521.9140871,,,,
372,15.043212,120.982667,,250000,0,9.35749687,369.2044995,,,,
373,14.87737,121.026845,,104000,0,1.564676336,293.673529,,,,
374,15.101295,120.997308,,40000,0,21.62796542,206.5031818,,,,
375,14.884247,120.821635,,50000,0,19.50070647,121.3688874,,,,
376,14.885613,121.029857,,100000,0,97.36175181,442.9856207,,,,
377,15.113897,121.014652,,900000,0,5.740095761,162.3263698,,,,
378,15.212148,121.019495,,250000,0,5.445974743,310.8867194,,,,
379,15.101007,120.960973,,12000,0,33.22573803,214.077888,,,,
380,15.084975,120.978743,,20000,0,8.052064272,356.0603178,,,,
381,15.11175,121.059808,,22000,0,11.05272767,563.2369976,,,,
382,14.895037,120.834293,,8000,0,24.96127992,18.28039424,,,,
383,15.184527,121.032807,,1500,0,20.49215968,741.1759785,,,,
384,15.195108,121.044673,,2000,0,0.784787606,545.9143647,,,,
385,14.904683,120.743057,,30000,0,36.03336243,374.9616488,,,,
386,14.828817,121.039548,,48000,0,4.312595991,251.2789485,,,,
387,15.176418,121.04294,,30000,0,6.859537201,419.2369897,,,,
388,14.968505,120.863847,,16000,0,1.470092738,145.5263064,,,,
389,15.032962,120.974925,,99000,0,0.230827812,742.0491836,,,,
390,15.10078,120.994148,,250000,0,9.554626746,318.3575189,,,,
391,15.05924,120.976143,,69000,0,13.82828439,524.0222933,,,,
392,14.864588,120.84397,,85000,0,3.582948497,481.9928841,,,,
393,14.843008,120.937133,,200000,0,5.888360056,235.8157323,,,,
394,14.925428,120.983493,,210000,0,7.097688963,410.7158364,,,,
395,14.959765,120.879747,,12000,0,33.20990743,288.713721,,,,
396,15.190043,121.006678,,48000,0,3.132366849,213.7942198,,,,
397,15.196522,121.006475,,100000,0,0.725271379,304.8765124,,,,
398,14.946615,120.953447,,72000,0,9.857650324,899.8095215,,,,
399,14.82909,121.039012,,48000,0,2.782488621,227.8728738,,,,
400,14.870512,120.94209,,30000,0,4.49719597,516.4944022,,,,
401,15.184063,121.033377,,1800,0,2.127461474,661.6168828,,,,
402,15.041015,121.013015,,76000,0,2.412484325,629.3379465,,,,
403,14.855677,121.01385,,69000,0,1.848139749,412.1964336,,,,
404,14.840882,121.001558,,30000,0,0.682850377,106.6041964,,,,
405,14.845928,121.002593,,250000,0,1.947332506,326.3127183,,,,
406,15.129972,121.032273,,198000,0,24.60934597,681.9746728,,,,
407,14.855262,121.032533,,20000,0,7.173402304,344.7958897,,,,
408,14.808273,120.975015,,50000,0,11.37858277,176.0721314,,,,
